,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in
3013,CASUAL DINING,Blossom City,3.5,(12 Reviews),"Brant Street, Burlington","403 Brant Street, Burlington L7R 2E9","['Chinese', 'Asian']",CA$35,[]
3014,CAFÉ,Studio.89,3.6,(9 Reviews),"Canadian Place, Mississauga","1065 Canadian Place, Unit 104, Mississauga L4W 0B8","['Cafe', 'Coffee and Tea']",CA$20,[]
3015,CASUAL DINING,Trattoria Bacio,3.8,(20 Reviews),"Cumberland Street, Yorkville","95 Cumberland Street, Toronto M5R3N7",['Italian'],CA$30,[]
3016,DESSERT PARLOR,Ti Amo Gelato & Cafe,3.7,(12 Reviews),"Yonge Street, Richmond Hill","10255 Yonge Street, Richmond Hill","['Desserts', 'Ice Cream', 'Cafe', 'Bubble Tea']",CA$15,[]
3017,BAR,The Steady,2.9,(13 Reviews),"Bloor Street West, Dovercourt Park","1051 Bloor Street West, Toronto M6H 1M4",['Bar Food'],CA$45,[]
3018,BAKERY,Sugar Loaf,3.4,(12 Reviews),"Queen Street East, Riverside",729 Queen Street East,"['Bakery', 'Cafe']",CA$25,[]
3019,BAR,The Raq,3.7,(25 Reviews),"Queen Street West, Trinity Bellwoods","739 Queen Street West, Toronto",['Bar Food'],CA$45,[]
3020,QUICK BITES,Station,3.3,(22 Reviews),Markham,"225 Main Street, Markham L3P 1Y6",['Fast Food'],CA$30,[]
3021,CASUAL DINING,BnB - Sheraton Centre,3.0,(23 Reviews),"Queen Street West, Discovery District","Sheraton Centre Toronto Hotel, 123 Queen Street West, Toronto M5H2M9",['American'],CA$70,[]
3022,QUICK BITES,Thai Golden Bell,3.8,(14 Reviews),Newmarket,"16925 Yonge Street, Newmarket",['Thai'],CA$35,[]
3023,BAKERY,Debbie's Boutique Cafe,3.3,(15 Reviews),"Harwood Avenue South, Ajax","94 Harwood Ave South, Ajax","['Coffee and Tea', 'Desserts']",CA$15,[]
3024,BAR,The Cloak And Dagger,3.5,(17 Reviews),"College Street, Harbord Village","394 College Street, Toronto M5T1S7",['Bar Food'],CA$40,[]
3025,CAFÉ,Old Bleu Cafe & Eatery,3.7,(14 Reviews),"Queen Street East, St. Lawrence","73 Queen Street East, Toronto",['Cafe'],CA$25,[]
3026,QUICK BITES,Mamma's Pizza,2.9,(24 Reviews),"Richmond Street West, Entertainment District","405 Richmond Street West, Toronto","['Pizza', 'Fast Food']",CA$25,[]
3027,QUICK BITES,Coconut Grove,3.3,(23 Reviews),"Dundas Street West, Discovery District","183 Dundas Street West, Toronto M5G1C7",['Caribbean'],CA$30,[]
3028,CASUAL DINING,My Thai Kitchen,3.7,(21 Reviews),"Mount Pleasant Road, Etobicoke","3321 Bloor Street West, Etobicoke M8X 1E7","['Thai', 'Asian']",CA$30,[]
3029,CASUAL DINING,Mito Sushi,3.7,(23 Reviews),Clarington,"243 King Street East, Clarington",['Japanese'],CA$50,[]
3030,CASUAL DINING,Grill Daddy,3.8,(16 Reviews),"Main Street East, Milton","140 Main Street East, Milton","['Breakfast', 'Diner', 'American']",CA$45,[]
3031,CAFÉ,Canonball Coffee & Bar,3.4,(16 Reviews),"Queen Street East, Riverside","641 Queen Street East, Toronto M4M 1G4",['Cafe'],CA$25,[]
3032,DESSERT PARLOR,Hollywood Cone,3.2,(10 Reviews),Beaconsfield Village,"1167 Queen Street W, Toronto M6J 1J6",['Ice Cream'],CA$25,[]
3033,CASUAL DINING,House Of Wings,3.7,(21 Reviews),"Third Line, Oakville","Fox Creek Plaza, 2501 Third Line, Oakville",['Bar Food'],CA$50,[]
3034,CASUAL DINING,Sorrento North Ristorante,3.3,(23 Reviews),"Major Mackenzie Drive West, Vaughan","965 Major Mackenzie Drive West, Vaughan",['Italian'],CA$85,[]
3035,QUICK BITES,Kum Hong BBQ,3.8,(10 Reviews),"Doncrest Market Village Plaza, Richmond Hill","Doncrest Market Village Plaza, 420 Highway 7 East, Richmond Hill","['Chinese', 'Asian']",CA$25,[]
3036,QUICK BITES,Pic-A-Deli,3.7,(18 Reviews),"Fourth Line, Oakville","670 Fourth Line, Oakville","['Canadian', 'Fast Food']",CA$35,[]
3037,BAKERY,Call Me Cupcake,3.5,(10 Reviews),"Keele Street, Vaughan","9929 Keele Street, Unit 106 A, Vaughan","['Desserts', 'Cafe']",CA$13,[]
3038,DESSERT PARLOR,Sweet Culture,3.6,(14 Reviews),"8392 Kennedy Road, Markham","New Kennedy Square, 8392 Kennedy Road, Markham","['Desserts', 'Chinese', 'Asian']",CA$25,[]
3039,FAST CASUAL,Wafels & More,3.6,(7 Reviews),"Augusta Avenue, Kensington-Chinatown","237 Augusta Avenue, Toronto M5T 2L8",['Belgian'],CA$10,[]
3040,CASUAL DINING,Keung Kee,3.3,(16 Reviews),"Midland Avenue, Scarborough","Scarborough Village Mall, 3300 Midland Avenue, Scarborough M1V 4W9","['Cantonese', 'Chinese', 'Asian']",CA$35,[]
3041,FINE DINING,Allegro Fine Dine,3.4,(20 Reviews),"Queen Street South, Caledon","6 Queen Street South, Caledon L7E 1C8 1C8",['Italian'],CA$80,[]
3042,CASUAL DINING,Exotic Indian Cuisine,3.8,(15 Reviews),Etobicoke,"1850 Albion Road, Unit 17-18, Etobicoke",['Indian'],CA$25,[]
3043,BAR,Food & Liquor,3.2,(16 Reviews),"Queen Street West, Parkdale","1610 Queen Street West, Toronto M6R 1A8","['Bar Food', 'Asian']",CA$45,[]
3044,QUICK BITES,Lucky Star Chinese Restaurant,3.9,(21 Reviews),"Queen Street East, Riverside","739 Queen Street East, Toronto","['Chinese', 'Asian']",CA$25,[]
3045,CASUAL DINING,Pho Com Vietnam,3.6,(14 Reviews),"Finch Avenue West, North York","1991 Finch Avenue West, North York M9M 2C2","['Vietnamese', 'Asian']",CA$30,[]
3046,CASUAL DINING,Midtown Gastro Hub,3.0,(13 Reviews),"Yonge Street, Yonge & St. Clair","1535 Yonge Street, Toronto",['Bar Food'],CA$45,[]
3047,CASUAL DINING,Ace's Place Bar Grill Hub,3.0,(12 Reviews),"Guildwood Parkway, Scarborough","115 Guildwood Parkway, Scarborough","['Bar Food', 'Canadian']",CA$30,[]
3048,CASUAL DINING,Imi Japanese Cuisine,3.6,(21 Reviews),Burlington,"2011 Plains Rd E #1, Burlington L7R 0A6","['Sushi', 'Japanese', 'Asian']",CA$80,[]
3049,CASUAL DINING,China Palace,2.9,(20 Reviews),"3530 Derry Rd East, Mississauga","3530 Derry Road East, Mississauga L4T 4E3","['Hakka Chinese', 'Asian']",CA$35,[]
3050,CASUAL DINING,Di Mario's Trattoria,3.9,(16 Reviews),"Lakeshore Road, Burlington","1455 Lakeshore Road, Burlington",['Italian'],CA$80,[]
3051,QUICK BITES,Pete's Big Bite Burgers,3.7,(24 Reviews),"Dundas Street West, Whitby","817 Dundas Street West, Whitby","['Burger', 'Diner']",CA$25,[]
3052,CASUAL DINING,Church St. Garage Bar,3.0,(15 Reviews),"Church Street, Church And Wellesley",477 Church Street,"['Bar Food', 'Grill']",CA$65,[]
3053,CASUAL DINING,Occasions Restaurant,3.4,(18 Reviews),"30 Eastwood Road, The Beaches","30 Eastwood Road, Toronto M4L 2C3","['Greek', 'Bar Food']",CA$45,[]
3054,CASUAL DINING,Thai Villa,3.7,(21 Reviews),Whitchurch-Stouffville,"1076 Hoover Park, Whitchurch-Stouffville",['Thai'],CA$45,[]
3055,CASUAL DINING,Pho Tan Dinh Restaurant,3.6,(12 Reviews),"Weston Road, Woodbridge","Vaughan 400/7 Power Centre, 7887 Weston Road, Unit 21, Vaughan","['Vietnamese', 'Asian']",CA$35,[]
3056,CASUAL DINING,Hot Taste Restaurant,3.3,(16 Reviews),"Highway 7, Thornhill","Ho-View Plaza, 324 Highway 7 East, Unit 1, Thornhill","['Sichuan', 'Chinese', 'Asian']",CA$35,[]
3057,QUICK BITES,Via Panini,3.9,(21 Reviews),"Major Mackenzie Drive West, Vaughan","Mackenzie Glen Square, 2810 Major Mackenzie Drive, Vaughan",['Italian'],CA$30,[]
3058,BAR,Ontario Spring Water Sake,3.6,(15 Reviews),"Mill Street, Distillery District","51 Gristmill Lane, Toronto M5A 3C4","['Drinks Only', 'Japanese']",CA$35,[]
3059,BAR,Orbit Room,3.0,(14 Reviews),"College Street, Little Italy","580A College Street, Toronto M6G 1B3",['Drinks Only'],CA$40,[]
3060,QUICK BITES,Jacobs Deli,3.5,(13 Reviews),"Centre Street, Thornhill","1470 Centre Street, Thornhill","['Deli', 'Fast Food']",CA$30,[]
3061,BAR,Graffiti's Bar & Grill,3.7,(16 Reviews),"Baldwin Street, Kensington-Chinatown","170 Baldwin Street, Toronto M5T",['Bar Food'],CA$40,[]
3062,CASUAL DINING,Pi Co.,3.3,(8 Reviews),"Bay Street, Yorkville","1200 Bay Street, Toronto M5R 2A5",['Pizza'],CA$25,[]
3063,CASUAL DINING,Thai Everest,3.3,(18 Reviews),"Victoria Park Avenue, North York","1656 Victoria Park Avenue, North York","['Thai', 'Asian']",CA$50,[]
3064,CASUAL DINING,Angel's Diner,3.2,(25 Reviews),"Guelph Street, Halton Hills","220 Guelph Street, Halton Hills L7G4B1","['American', 'Diner']",CA$43,[]
3065,FAST CASUAL,Mymy Chicken,3.4,(6 Reviews),"6 Spring Garden Avenue, North York","9 Spring Garden Avenue, Toronto M2N",['Korean'],CA$25,[]
3066,CASUAL DINING,El Spero Restaurant,3.8,(19 Reviews),"Lakeshore Road West, Oakville","2420 Lakeshore Rd W, Oakville L6L 1H7","['Sandwich', 'Canadian']",CA$43,[]
3067,CASUAL DINING,Ami Sushi,3.8,(20 Reviews),"207 Cross Av, Oakville","187 Cross Ave, Oakville","['Sushi', 'Japanese', 'Korean', 'Asian']",CA$80,[]
3068,BAR,Door FiftyFive,3.2,(7 Reviews),"Lakeshore Road East, Mississauga","55 Lakeshore Road East, Mississauga L5G 1C9",['Bar Food'],CA$50,[]
3069,CASUAL DINING,Roberto's,3.4,(19 Reviews),"Yonge Street, Yonge & Eglinton","2622 Yonge Street, Toronto M4P 2J4","['Pizza', 'Italian']",CA$25,[]
3070,BAR,The Black Horse,3.3,(18 Reviews),"Bloor Street West, Dovercourt Park","928 Bloor Street West, Toronto",['Bar Food'],CA$35,[]
3071,QUICK BITES,Via Mercanti Food Shop,3.2,(8 Reviews),"Augusta Avenue, Kensington-Chinatown",209 Augusta Avenue M5T2L4 2L4,['Italian'],CA$20,[]
3072,CASUAL DINING,Mister Moon's,3.8,(24 Reviews),"Yonge Street, Richmond Hill","13311 Yonge Street, Richmond Hill L4E 3L6","['Chinese', 'Asian']",CA$35,[]
3073,CASUAL DINING,Hina,3.3,(7 Reviews),"The Queensway, Etobicoke","769 The Queensway, Etobicoke M8Z 1N1",['Sushi'],CA$50,[]
3074,QUICK BITES,Salad House,3.9,(15 Reviews),"Hayden Street, Church And Wellesley","13 Hayden Street, Toronto",['Greek'],CA$20,[]
3075,PUB,The Bulldog Pub,3.6,(17 Reviews),Oshawa,"600 Grandview Drive South, Oshawa L1H8P4","['Bar Food', 'British']",CA$50,[]
3076,CAFÉ,The Croissant Tree,3.3,(18 Reviews),"Church Street, Church And Wellesley","625 Church Street, Toronto M4Y2G1",['Cafe'],CA$35,[]
3077,CASUAL DINING,Bella's Lechon,3.3,(15 Reviews),"Morningside Avenue, Scarborough","1145 Morningside Avenue, Scarborough",['Filipino'],CA$35,[]
3078,CASUAL DINING,Blossom Garden,3.4,(19 Reviews),"Kingston Road East, Ajax","85 Kingston Road. East, Ajax",['Chinese'],CA$30,[]
3079,CASUAL DINING,Japanese Ramen King,2.9,(9 Reviews),"Midland Avenue, Scarborough","Sky City Shopping Mall, 3278 Midland Avenue, Scarborough","['Japanese', 'Asian']",CA$25,[]
3080,CASUAL DINING,Romi's Pizza & Ristorante,3.6,(21 Reviews),"Bloor Street West, Etobicoke","3062 Bloor Street West, Etobicoke M8X 1C4","['Italian', 'Pizza']",CA$30,[]
3081,CASUAL DINING,Tenon Vegetarian Cuisine,3.2,(15 Reviews),"Kennedy Road, Markham","New Kennedy Square, 8362 Kennedy Road, Markham L3R 9E5","['Sushi', 'Japanese', 'Asian']",CA$30,[]
3082,CASUAL DINING,Mong-Kut Thai Gold,3.1,(20 Reviews),"Danforth Avenue, The Danforth","471 Danforth Avenue, Toronto M4K 1P1",['Thai'],CA$40,[]
3083,CASUAL DINING,Maple Garden Chinese,3.5,(21 Reviews),"Keele Street, Vaughan","10065 Keele Street, Vaughan","['Asian', 'Chinese']",CA$25,[]
3084,CASUAL DINING,Hung Long,3.7,(15 Reviews),"Wilson Avenue, North York","1122 Wilson Avenue, North York M3M","['Vietnamese', 'Malaysian', 'Thai', 'Asian']",CA$35,[]
3085,QUICK BITES,Pardis,3.9,(18 Reviews),"Yonge Street, Richmond Hill","9325 Yonge Street, Richmond Hill L4C 1V4",['Iranian'],CA$30,[]
3086,CASUAL DINING,Golden Crisp Fish and Chips,3.5,(18 Reviews),"Weston Road, York","1354 Weston Road, Toronto","['Seafood', 'British', 'Fish and Chips']",CA$25,[]
3087,QUICK BITES,King Slice,3.8,(20 Reviews),"Queen Street West, Beaconsfield Village","1130 Queen Street West, Toronto M5H 2M9","['Pizza', 'Italian']",CA$30,[]
3088,NOODLE SHOP,GB Hand-Pulled Noodles,3.4,(10 Reviews),Downtown Yonge,"66 Edward Street, Toronto M5G 1C9",['Chinese'],CA$25,[]
3089,QUICK BITES,Su & Shi,2.9,(14 Reviews),"City Centre Drive, Mississauga","Square One Shopping Centre, 100 City Centre Drive, Mississauga L5B 2C9","['Sushi', 'Japanese', 'Asian', 'Fast Food']",CA$25,[]
3090,BAR,Sauce On Danforth,3.6,(17 Reviews),"Danforth Avenue, East Danforth","1376 Danforth Avenue, Toronto M4J 1M9",['Bar Food'],CA$50,[]
3091,DESSERT PARLOR,Scoops,3.5,(18 Reviews),"Lakeshore Road East, Mississauga","82 Lakeshore Road East, Mississauga","['Ice Cream', 'Desserts']",CA$15,[]
3092,BEVERAGE SHOP,ShareTea,3.4,(14 Reviews),"Northtown Way, North York","15 Northtown Way, North York M2N 7L4","['Bubble Tea', 'Beverages', 'Taiwanese']",CA$15,[]
3093,CASUAL DINING,High Park Spicy House,3.7,(25 Reviews),"Dundas Street West, The Junction","3020 Dundas Street West, Toronto M6P 1Z3",['Indian'],CA$40,[]
3094,CASUAL DINING,Hong Far Cafe Inc.,3.6,(14 Reviews),"Leslie Street, Richmond Hill","Richlane Mall, 9425 Leslie Street, Richmond Hill","['Cantonese', 'Chinese', 'Asian']",CA$35,[]
3095,QUICK BITES,Centro Trattoria & Formaggi,3.4,(12 Reviews),"Saint Clair Avenue West, Oakwood","1224 St. Claire Avenue West, Toronto M6E 1B4","['Italian', 'Pizza', 'Sandwich']",CA$20,[]
3096,BAKERY,Iana Bakery,3.8,(14 Reviews),"Central Parkway East, Mississauga","4665 Central Parkway East, Unit 2, Mississauga L4Z 2V4","['Bakery', 'Desserts', 'Cafe']",CA$10,[]
3097,QUICK BITES,The Goods,3.5,(6 Reviews),"Dundas Street West, Dufferin Grove",279 Roncesvalles Avenue M6R 1X6,['Healthy Food'],CA$35,[]
3098,CASUAL DINING,Golden Fountain Chinese Restaurant,3.5,(16 Reviews),"Eglinton Avenue West, Mississauga","1250 Eglinton Avenue W, Unit A1-5, Mississauga L5V 2B3","['Chinese', 'Asian']",CA$30,[]
3099,BAKERY,Red Rose Patisserie,3.8,(13 Reviews),"Yonge Street, North York","6184 Yonge Street, North York M2M 2M6","['Bakery', 'Iranian']",CA$15,[]
3100,CASUAL DINING,Chef Chan,3.8,(20 Reviews),"Main Street North, Markham","227 Main Street North, Markham L3P 1Y5","['Chinese', 'Asian']",CA$40,[]
3101,CASUAL DINING,The Red Sichuan,3.2,(10 Reviews),"Highway 7, Markham","5328 Highway 7 East, Unit 3, Markham L3P 1B9","['Sichuan', 'Chinese', 'Asian']",CA$40,[]
3102,FOOD COURT,Fish Ball Place,3.3,(7 Reviews),"Steeles Avenue East, Markham","Pacific Mall, Second Floor, Food Court, 4300 Steeles Avenue East, Markham","['Hong Kong Style', 'Chinese', 'Asian']",CA$10,[]
3103,CAFÉ,Mad Dog Cafe,3.6,(17 Reviews),"Gerrard Street East, Leslieville","817 Gerrard Street East, Toronto M4M 1Y8",['Cafe'],CA$35,[]
3104,CASUAL DINING,Ho Jan,3.6,(20 Reviews),"Carlton Street, Downtown Yonge","45 Carlton Street, Toronto","['Chinese', 'Asian']",CA$40,[]
3105,QUICK BITES,Taka Sushi house,3.0,(19 Reviews),Newmarket,"340 Eagle Street West, Newmarket",['Sushi'],CA$25,[]
3106,PIZZERIA,Double D's,3.0,(7 Reviews),"Gerrard Street East, Leslieville","1020 Gerrard Street E, Toronto M4M 1Z5",['Pizza'],CA$25,[]
3107,CASUAL DINING,Originals,2.6,(28 Reviews),"Bayview Avenue, Leaside","1660 Bayview Avenue, Toronto","['Bar Food', 'American']",CA$75,[]
3108,CASUAL DINING,Ellen's Place Restaurant & Karaoke Bar,3.2,(17 Reviews),Mississauga,"1090 Kamato Road, Mississauga L4W 2P3","['Filipino', 'Asian']",CA$25,[]
3109,CAFÉ,Cafe M,3.6,(20 Reviews),"Yonge Street, Downtown Yonge","672 Yonge Street, Toronto M4Y 2A6",['Cafe'],CA$25,[]
3110,BAKERY,Select Bakery,3.8,(18 Reviews),"Donlands Avenue, Old East York","405 Donlands Avenue, Toronto","['Bakery', 'Cafe']",CA$20,[]
3111,CASUAL DINING,Trio - Novotel,3.0,(26 Reviews),"Hurontario Street, Mississauga","Novotel, 3670 Hurontario Street, Mississauga L5B 1P3","['Grill', 'Bar Food']",CA$60,[]
3112,CASUAL DINING,Ming Cuisine,3.4,(4 Reviews),"Spadina Road, Richmond Hill","1 Spadina Road, Richmond Hill L4B 3M2","['Cantonese', 'Chinese']",CA$45,[]
3113,CASUAL DINING,Hancook,3.3,(4 Reviews),"Bloor Street West, The Annex","605 Bloor Street W, Toronto M6G 1K6",['Korean'],CA$25,[]
3114,CASUAL DINING,Sen Sushi,3.6,(16 Reviews),Newmarket,"16925 Yonge Street, Newmarket",['Sushi'],CA$30,[]
3115,CASUAL DINING,Top Choice Restaurant,3.7,(8 Reviews),"Kennedy Road, Markham","New Kennedy Square, 8362 Kennedy Road, Markham","['Cantonese', 'Chinese', 'Asian']",CA$35,[]
3116,QUICK BITES,Twice As Nice,3.4,(19 Reviews),"Kingston Road, Scarborough","4180 Kingston Road, Scarborough M1E 2M4",['Caribbean'],CA$25,[]
3117,CASUAL DINING,Twisted Fork,3.6,(13 Reviews),East Gwillimbury,"62 Main Street, Mount Albert",['Canadian'],CA$55,[]
3118,CAFÉ,Rachel's Coffee House,3.7,(17 Reviews),"Yonge Street, Yonge & Eglinton","2011 Yonge Street, Toronto M4S 1Z8",['Cafe'],CA$15,[]
3119,FOOD COURT,Tabouli,3.2,(21 Reviews),"Front Street West, Entertainment District","Simcoe Place, 200 Front Street West, The PATH, Toronto",['Mediterranean'],CA$25,[]
3120,CASUAL DINING,Suki Japanese Restaurant,3.4,(21 Reviews),"Saint Clair Avenue East, Yonge & St. Clair","48 St. Clair Avenue East, Toronto","['Sushi', 'Japanese', 'Asian']",CA$30,[]
3121,QUICK BITES,Family Shawarma & Falafel,3.8,(21 Reviews),"Sheppard Avenue East, Scarborough","3121 Sheppard Avenue E, Scarborough M1T 3J7",['Middle Eastern'],CA$20,[]
3122,CASUAL DINING,Pho Asia Vietnamese Noodle House,3.2,(12 Reviews),"Woodbridge Avenue, Woodbridge","110 Woodbridge Avenue, Vaughan","['Vietnamese', 'Asian']",CA$25,[]
3123,CASUAL DINING,Pho Bo Saigon,3.7,(15 Reviews),"Bovaird Drive East, Brampton","380 Bovaird Drive East, Unit 14, Brampton","['Vietnamese', 'Asian']",CA$30,[]
3124,QUICK BITES,Golden Leaf,3.2,(18 Reviews),"Kerr Street, Oakville","357 Kerr Street, Oakville",['Chinese'],CA$25,[]
3125,CASUAL DINING,Mye 2 Japanese Restaurant,3.4,(18 Reviews),Oakville,"360 Dundas Street East, Unit 11B, Oakville","['Sushi', 'Japanese', 'Asian']",CA$65,[]
3126,CASUAL DINING,Paoletti's Pizzeria,3.4,(15 Reviews),"Dufferin Street, Vaughan","8700 Dufferin Street, Unit 18, Vaughan","['Pizza', 'Italian']",CA$30,[]
3127,CASUAL DINING,Pokito,3.6,(8 Reviews),"Queen Street West, Kensington-Chinatown","420 Queen Street W, Toronto M5V 2A7","['Seafood', 'Caribbean']",CA$20,[]
3128,QUICK BITES,Delicious Greek,3.0,(20 Reviews),Aurora,"3-297 Wellington, Aurora","['Greek', 'Canadian']",CA$25,[]
3129,CASUAL DINING,River Tai,3.6,(21 Reviews),"Harbord Street, Harbord Village","92 Harbord Street, Toronto","['Cantonese', 'Chinese', 'Asian']",CA$25,[]
3130,CASUAL DINING,Budapest Restaurant,3.5,(10 Reviews),"Gerrard Street East, The Beaches","1959 Gerrard Street East, Toronto M4E 2A9",['Hungarian'],CA$25,[]
3131,CASUAL DINING,Red Lantern,3.7,(19 Reviews),"Merton Street, Davisville Village","228 Merton Street, Toronto M4S 3G9",['Bar Food'],CA$45,[]
3132,CASUAL DINING,Banh Cuon Pho Ga,3.9,(13 Reviews),"Saint Clair Avenue West, Earlscourt","1772 St. Clair Avenue West, Toronto M6N 1J3",['Vietnamese'],CA$20,[]
3133,QUICK BITES,Chinese Express,3.9,(19 Reviews),"Lakeshore Road West, Mississauga","300 Lakeshore Road West, Mississauga L5H 1G6","['Chinese', 'Asian']",CA$30,[]
3134,CASUAL DINING,Tin Mill Restaurant,3.9,(15 Reviews),Uxbridge,"53 Toronto Street North, Uxbridge","['European', 'French']",CA$80,[]
3135,QUICK BITES,Kish Restaurant,3.7,(13 Reviews),"Yonge Street, Thornhill","8136 Yonge St, Thornhill, Toronto",['Iranian'],CA$30,[]
3136,QUICK BITES,Tung Tung Dan Quen King,3.8,(18 Reviews),"Steeles Avenue East, Markham","Market Village, 4350 Steeles Avenue East, Markham L3R 0Y5","['Desserts', 'Hong Kong Style']",CA$10,[]
3137,CASUAL DINING,Pho Quinn,2.7,(13 Reviews),"Highway 7, Markham","5284 Highway 7, Markham L3P 1B9","['Vietnamese', 'Asian']",CA$30,[]
3138,CASUAL DINING,Lucy,3.9,(14 Reviews),"Danforth Avenue, East Danforth","1690 Danforth Avenue, Toronto M4C 1H8","['Ethiopian', 'African']",CA$30,[]
3139,CASUAL DINING,Dynasty House,2.7,(18 Reviews),"1635 Lawrence Av West, North York","1635 Lawrence Avenue W, North York M6L 3C9","['Chinese', 'Asian']",CA$45,[]
3140,CASUAL DINING,China 8 Restaurant,3.2,(17 Reviews),"Tenth Line West, Mississauga","5602 Tenth Line W, Unit 110 L5M 5S5","['Chinese', 'Asian']",CA$35,[]
3141,CAFÉ,Nutella Cafe,2.8,(7 Reviews),"Fort York Boulevard, Fort York","Sobeys Urban Fresh, 22 Fort York Boulevard M5V 3Z2","['Desserts', 'Bakery', 'Cafe']",CA$15,[]
3142,CASUAL DINING,Taste Of Greek Cuisine,3.7,(18 Reviews),"Saint Clair Avenue East, Scarborough",3541 St. Claire Avenue E M1K 1L6,['Greek'],CA$70,[]
3143,FINE DINING,Signatures Restaurant - InterContinental Toronto...,3.7,(14 Reviews),"Bloor Street West, The Annex","InterContinental Toronto Yorkville, 220 Bloor Street West, Toronto M56 1T8",['Canadian'],CA$140,[]
3144,CASUAL DINING,Wally's Family Restaurant,3.7,(26 Reviews),Oshawa,"1100 Simcoe Street North, Oshawa","['Fast Food', 'Burger']",CA$30,[]
3145,DESSERT PARLOR,Love Gelato,3.7,(7 Reviews),"Markham Road, Markham","75 Main Street, Markham L3P 1X7","['Ice Cream', 'Desserts']",CA$20,[]
3146,CASUAL DINING,Star King,3.5,(14 Reviews),"Yonge Street, Yonge & Eglinton","2350 Yonge Street, Toronto M4P 2E6","['Vietnamese', 'Thai', 'Asian']",CA$30,[]
3147,DESSERT PARLOR,Nova Pastry & Bakery,3.8,(17 Reviews),"3635 Cawthra Road, Mississauga","3635 Cawthra Road, Mississauga L5A 2Y5","['Bakery', 'Portuguese']",CA$20,[]
3148,CASUAL DINING,Quattro 4 Ragazze,3.8,(17 Reviews),"Danforth Avenue, East Danforth","1792 Danforth Avenue, Toronto M4C 1H8",['Italian'],CA$55,[]
3149,CASUAL DINING,Mayette's,3.8,(10 Reviews),"Danforth Avenue, Scarborough","3331-A Danforth Avenue, Scarborough","['Filipino', 'Spanish']",CA$35,[]
3150,QUICK BITES,Souvlaki Express,3.6,(22 Reviews),"Mount Pleasant Road, Davisville Village","745 Mount Pleasant Road, Toronto M4S 2N4","['Greek', 'Fast Food']",CA$45,[]
3151,CASUAL DINING,The Duke LIVE.com,3.1,(8 Reviews),"Queen Street East, Leslieville","1225 Queen Street East, Toronto M4M 1L6",['Bar Food'],CA$50,[]
3152,DESSERT PARLOR,Sweet Jesus,3.3,(10 Reviews),"Eglinton Avenue East, Yonge & Eglinton",130 Eglinton Avenue E M4P 2X9,['Ice Cream'],CA$20,[]
3153,CASUAL DINING,Mio Ristobar,3.0,(21 Reviews),"King Street West, Financial District","Scotia Plaza, 40 King Street West, The PATH, Toronto",['Italian'],CA$25,[]
3154,CASUAL DINING,Nirala Sweets & Restaurant,3.6,(14 Reviews),"Markham Road, Scarborough","2818 Markham Road, Scarborough M1X 1E6","['Pakistani', 'Indian']",CA$35,[]
