,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in
3586,CAFÉ,BB Cafe,3.2,(13 Reviews),"Yonge Street, North York","6095 Yonge Street, North York M2M 3W6","['Cafe', 'Iranian']",CA$20,[]
3587,QUICK BITES,Ranee's Roti,3.8,(13 Reviews),"Kerr Street, Oakville","579 Kerr Street, Oakville",['Caribbean'],CA$15,[]
3588,CASUAL DINING,SU&BU,3.0,(6 Reviews),Entertainment District,"106 John Street, Toronto M5H 1X9",['Japanese'],CA$20,[]
3589,QUICK BITES,Speducci Mercatto,3.7,(6 Reviews),North York,"46 Milford Avenue, North York M6M 2V8","['Italian', 'Sandwich']",CA$25,[]
3590,CASUAL DINING,Mercatino,3.8,(13 Reviews),Vaughan,"371 Bradwick Drive Unit 9, Concord","['Italian', 'Pizza', 'Seafood']",CA$55,[]
3591,BAKERY,Hank's Pastries,3.6,(16 Reviews),Scugog,"204 Queen Street, Scugog L9L 1B9","['Cafe', 'Bakery']",CA$30,[]
3592,CLUB,The Hideout,2.8,(17 Reviews),"Queen Street West, Kensington-Chinatown","484 Queen Street West, Toronto","['Canadian', 'Bar Food']",CA$45,[]
3593,FOOD TRUCK,Food Cabbie,3.3,(8 Reviews),Richmond Hill,"Location Varies, Richmond Hill, Toronto","['Mexican', 'American']",CA$20,[]
3594,QUICK BITES,Molly's Hotte Shoppe,3.5,(11 Reviews),"480 Chrysler Drive, Brampton","470 Chrysler Drive, Brampton","['Caribbean', 'Chinese']",CA$25,[]
3595,CASUAL DINING,Vino Rosso,3.2,(19 Reviews),Downtown Yonge,"955 Bay Street, Toronto M5S 3C4",['Italian'],CA$65,[]
3596,CASUAL DINING,Bowmanville Family Restaurant,3.1,(17 Reviews),"King Street East, Clarington","231 King Street East, Bowmanville",['Diner'],CA$43,[]
3597,CASUAL DINING,Maple Dragon Chinese Restaurant,3.2,(14 Reviews),"Major Mackenzie Drive West, Vaughan","Mackenzie Glen Square, 2810 Major Mackenzie Drive, Vaughan","['Chinese', 'Asian']",CA$40,[]
3598,QUICK BITES,Harbour Fish & Chips,3.7,(7 Reviews),"Don Mills Road East, North York","Peanut Plaza, 3034 Don Mills Road, North York",['Fish and Chips'],CA$20,[]
3599,QUICK BITES,Taste of Shawarma,2.8,(12 Reviews),"Dufferin Street, North York","2488 Dufferin Street, North York",['Middle Eastern'],CA$20,[]
3600,QUICK BITES,Desi Shawarma,3.6,(11 Reviews),"Ray Lawson Boulevard, Brampton","Main Street Village, 17 Ray Lawson Boulevard, Brampton","['Middle Eastern', 'Indian']",CA$13,[]
3601,CASUAL DINING,Red Square Restaurant,3.5,(14 Reviews),"Finch Avenue West, North York","1027 Finch Avenue West, Unit 7, North York M3J 2C7","['Eastern European', 'Russian']",CA$125,[]
3602,CASUAL DINING,Reverie at Weldon Park,3.1,(4 Reviews),Little Italy,"569 College Street, Toronto M6G 1B2","['American', 'Bar Food']",CA$35,[]
3603,QUICK BITES,Dawat-E-Khas,3.3,(14 Reviews),"Pertosa Drive, Brampton","80 Pertosa Drive, Brampton L6X","['Indian', 'Pakistani']",CA$20,[]
3604,QUICK BITES,Royal Paan,3.4,(11 Reviews),"Lawrence Avenue East, Scarborough",2623 Lawrence Avenue East M1P 2S2,['Indian'],CA$15,[]
3605,CASUAL DINING,August8,3.1,(6 Reviews),"Peel Centre Drive, Brampton","Bramalea City Centre, 25 Peel Centre Drive, Unit 513 L6T 0E2",['Japanese'],CA$25,[]
3606,CASUAL DINING,North East Chinese Restaurant,3.8,(11 Reviews),"Dundas Street West, Kensington-Chinatown","476 Dundas Street West, Toronto M5T 1G9",['Northern Chinese'],CA$30,[]
3607,CASUAL DINING,Stanleys Fish & Chips,3.5,(17 Reviews),Whitby,"67 Baldwin Street North, Whitby","['Burger', 'Seafood', 'Fish and Chips']",CA$40,[]
3608,FOOD TRUCK,Road Grill,3.4,(7 Reviews),North York,Location Varies,"['Grill', 'Burger']",CA$25,[]
3609,CASUAL DINING,Nori Sushi,3.3,(11 Reviews),"Albion Centre, Etobicoke","Albion Centre, Ground Floor, 1530 Albion Road, Etobicoke M9V 1B4","['Sushi', 'Japanese', 'Asian']",CA$35,[]
3610,CASUAL DINING,New Globe,3.5,(15 Reviews),Oshawa,"60 Athol St. East, Oshawa","['Chinese', 'Asian', 'American']",CA$30,[]
3611,CASUAL DINING,Yorkshire Arms British Pub,3.0,(16 Reviews),Mississauga,"1201 Britannia Road West, Mississauga L5V 1N2","['Bar Food', 'British']",CA$50,[]
3612,PUB,Jester's Court Pub & Eatery,3.8,(13 Reviews),Scugog,"279 Queen Street, Scugog",['Bar Food'],CA$50,[]
3613,BAKERY,Venezia Bakery,3.5,(4 Reviews),"Ossington Avenue, Trinity Bellwoods","114 Ossington Avenue, Toronto M6J 2Z4","['Bakery', 'Portuguese']",CA$15,[]
3614,QUICK BITES,Liberty Village Rotisserie-Grill,3.8,(15 Reviews),"Jefferson Avenue, Liberty Village","141 Jefferson Avenue, Toronto M6K 3E4",['Grill'],CA$30,[]
3615,CASUAL DINING,Downsview Restaurant,3.4,(7 Reviews),"Keele Street, North York","2865 Keele Street, North York","['Breakfast', 'Diner', 'American']",CA$30,[]
3616,BAKERY,Sweet Boutique,3.0,(15 Reviews),"Jevlan Drive, Woodbridge","471 Jevlan Drive, Vaughan","['Desserts', 'Italian']",CA$125,[]
3617,CASUAL DINING,Hanson's Restaurant,3.2,(13 Reviews),Whitchurch-Stouffville,"3721 Aurora Rd, Whitchurch-Stouffville L3Y 4W1","['Asian', 'Pizza', 'Canadian']",CA$60,[]
3618,BAR,The Embassy Bar,3.1,(12 Reviews),"Augusta Avenue, Kensington-Chinatown","223 Augusta Avenue, Toronto M5T 2L4",['Drinks Only'],CA$30,[]
3619,QUICK BITES,The Fritter King,3.7,(12 Reviews),"Central Parkway West, Mississauga","Golden Square Centre, Ground Floor, 1177 Central Park West L5C 4P3","['Chinese', 'Hong Kong Style']",CA$25,[]
3620,CASUAL DINING,Konkan Delite,3.3,(7 Reviews),"Wolfedale Road, Mississauga","3181 Wolfedale Road, Mississauga L5C 1V8",['Indian'],CA$40,[]
3621,QUICK BITES,Lick's,3.2,(8 Reviews),"Warden Avenue, Scarborough","900 Warden Avenue, Scarborough M1L",['Fast Food'],CA$20,[]
3622,CASUAL DINING,Pita Deli & Grill,3.5,(15 Reviews),Oshawa,"285 Taunton Road E, Oshawa L1G 3V2",['Lebanese'],CA$25,[]
3623,QUICK BITES,Pizza Cafe,3.6,(12 Reviews),"Bathurst Street, North York","3774 Bathurst Street, North York M3H 3M6","['Pizza', 'Italian']",CA$25,[]
3624,CAFÉ,Reunion Island Coffee,3.2,(6 Reviews),"Roncesvalles Avenue, Roncesvalles Village","385 Roncesvalles Avenue, Toronto M6R 2N1",['Cafe'],CA$20,[]
3625,QUICK BITES,244 Pizza & Wings,3.8,(10 Reviews),"Weston Road, York","1166 Weston Road, Toronto","['Pizza', 'Fast Food']",CA$15,[]
3626,CASUAL DINING,Saigon Lotus Restaurant,3.6,(11 Reviews),Kensington-Chinatown,"6 St. Andrew Street, Toronto M5T 1K6","['Vietnamese', 'Vegetarian']",CA$25,[]
3627,CASUAL DINING,Paper Crane Sushi Bar and Bistro,3.8,(10 Reviews),"Keele Street, King City","12975 Keele Street Unit 1, King City","['Japanese', 'Korean']",CA$45,[]
3628,LOUNGE,Bellagio Lounge & Bar,3.3,(4 Reviews),"Kennedy Road, Markham","New Kennedy Square, 8360 Kennedy Road, Markham L3R 5Y7",['Bar Food'],CA$70,[]
3629,CASUAL DINING,Double Lucky,3.0,(10 Reviews),"Highway 7, Markham","5051 Highway 7 East, Unit 6 - 7, Markham L3R 1N3","['Dim Sum', 'Cantonese', 'Chinese', 'Asian']",CA$75,[]
3630,QUICK BITES,Yehudale's Falafel & Pizza,3.9,(16 Reviews),"Bathurst Street, Thornhill","7241 Bathurst Street, Thornhill","['Middle Eastern', 'Pizza']",CA$15,[]
3631,FAST FOOD,Wendy's,3.2,(14 Reviews),Brampton,353 Main Street North,"['Fast Food', 'Burger']",CA$20,[]
3632,CASUAL DINING,La Risata,3.6,(10 Reviews),"Steeles Avenue West, North York","2777 Steeles Avenue West, North York M3J 3K5",['Italian'],CA$60,[]
3633,CASUAL DINING,Black Knight,2.9,(12 Reviews),"College Street, Dufferin Grove","858 College Street, Toronto",['Greek'],CA$35,[]
3634,CASUAL DINING,Spigolo Ristorante,2.8,(12 Reviews),Woodbridge,"200 Marycroft Avenue, Vaughan","['Italian', 'Mediterranean']",CA$50,[]
3635,BAR,Thirsty & Miserable,3.1,(15 Reviews),"Baldwin Street, Kensington-Chinatown","197 1/2 Baldwin Street, Toronto M5T1M1",['Drinks Only'],CA$30,[]
3636,CASUAL DINING,Harpo's,3.1,(13 Reviews),"Stevenson Road South, Oshawa","44 Stevenson road, Oshawa",['Seafood'],CA$110,[]
3637,QUICK BITES,Boccone Deli & Pizza Bar,3.6,(14 Reviews),"Yonge Street, Yonge & St. Clair","1378 Yonge Street, Toronto","['Italian', 'Deli']",CA$30,[]
3638,CASUAL DINING,Al-Meezan's Spicy Grill,3.8,(7 Reviews),"Rexdale Commercial Centre, Etobicoke","670 Rexdale Boulevard, Etobicoke M9W 0B5","['Middle Eastern', 'Grill', 'Afghan']",CA$25,[]
3639,PUB,The Fossil & Haggis,3.7,(13 Reviews),"Military Trail, Scarborough","790 Military Trail, Scarborough M1E 5K4",['Bar Food'],CA$35,[]
3640,CASUAL DINING,Fishman Lobster Clubhouse Restaurant,3.5,(4 Reviews),Fort York,"4020 Finch Ave E, Toronto, ON M1S 3T6",['Chinese'],CA$25,[]
3641,QUICK BITES,Shawarma Boss,3.2,(6 Reviews),"Eglinton Avenue East, Scarborough","1921 Eglinton Avenue East, Scarborough M1L 2L6",['Middle Eastern'],CA$20,[]
3642,CAFÉ,P'Karos,3.4,(7 Reviews),"Yonge Street, Downtown Yonge","645 Yonge Street, Toronto M4Y 1Z9",['Cafe'],CA$40,[]
3643,CASUAL DINING,Kung Fu Chop Chop,3.1,(5 Reviews),"Vogell Road, Richmond Hill","16 Vogell Road, Richmond Hill","['Chinese', 'Fast Food']",CA$25,[]
3644,QUICK BITES,Palace Pizza and Spaghetti House,3.4,(11 Reviews),Newmarket,"727 Davis Drive, Newmarket L3Y2R4","['Italian', 'Pizza']",CA$43,[]
3645,CAFÉ,Cafe Novo,3.1,(5 Reviews),"Augusta Avenue, Kensington-Chinatown","254 Augusta Avenue, Toronto M5T2L7",['Cafe'],CA$20,[]
3646,QUICK BITES,Ozzy's Burgers,3.3,(7 Reviews),Kensington-Chinatown,"Unit 1/2, 66 Nassau Street, Toronto, ON M5T 1M2",['Burger'],CA$15,[]
3647,BAR,Harp & Crown Pub,3.5,(12 Reviews),"Kingston Road, Pickering","300 Kingston Road, Pickering",['Bar Food'],CA$60,[]
3648,CASUAL DINING,Sushi Sushi Japanese Restaurant,3.5,(14 Reviews),Newmarket,"17725 Yonge Street, Newmarket","['Japanese', 'Sushi']",CA$40,[]
3649,BAKERY,Future Bakery,3.0,(18 Reviews),"Front Street East, St. Lawrence","St. Lawrence Market, 91 Front Street East, Toronto",['Bakery'],CA$20,[]
3650,CASUAL DINING,Maezo Restaurant & Bar,2.9,(9 Reviews),"Richmond Street West, Financial District","67 West Richmond Street , Toronto M5H 1W2","['Fusion', 'Indian', 'Italian']",CA$30,[]
3651,CASUAL DINING,LEE Kitchen - Toronto Pearson International Airport,3.0,(6 Reviews),"Silver Dart Drive, Mississauga","Terminal 1 (After Security), Level 2, Near Gate E73, Pearson International Airport, Mississauga","['Asian Fusion', 'Dim Sum']",CA$75,[]
3652,QUICK BITES,Porta Via Ristorante,3.7,(16 Reviews),"Eglinton Avenue West, Mississauga","5399 Eglinton Avenue West, Toronto M9C 5K6",['Sandwich'],CA$15,[]
3653,CASUAL DINING,Aanch,3.4,(9 Reviews),Entertainment District,"259 Wellington Street West, Toronto, ON M5V 3E4",['Indian'],CA$35,[]
3654,CASUAL DINING,Honey Bee Restaurant,2.7,(16 Reviews),"Queen Street East, The Beaches","2028 Queen Street East , Toronto","['Chinese', 'Asian']",CA$45,[]
3655,BAKERY,More Than Pies,3.5,(11 Reviews),"Lake Shore Boulevard West, Etobicoke","3469 Lake Shore Boulevard, Etobicoke M8V 1N2","['Bakery', 'Desserts']",CA$20,[]
3656,CASUAL DINING,Minar Fine Indian Cuisine,3.5,(12 Reviews),"Orenda Road, Brampton","284 Orenda Road, Brampton L6T 4X6",['Indian'],CA$45,[]
3657,QUICK BITES,Popular Pizza,3.2,(12 Reviews),Brampton,499 Ray Lawson Boulevard L6Y 4E6,"['Pizza', 'Fast Food']",CA$30,[]
3658,CASUAL DINING,New Town Family Restaurant,3.7,(13 Reviews),"Coxwell Avenue, Leslieville","266 Coxwell Avenue, Toronto M4L3B6",['American'],CA$30,[]
3659,CASUAL DINING,Al Fogolar,3.7,(13 Reviews),"Islington Avenue, Woodbridge","7065 Islington Avenue, Vaughan","['Italian', 'European']",CA$75,[]
3660,CASUAL DINING,Pho Nam Dinh,3.1,(9 Reviews),"Kennedy Road, Scarborough","1885 Kennedy Road, Scarborough M1P 2L8","['Vietnamese', 'Asian']",CA$25,[]
3661,CASUAL DINING,Spot 1 Grill,3.0,(12 Reviews),"Rutherford Road South, Brampton","289 Rutherford Road South, Brampton","['American', 'Bar Food']",CA$40,[]
3662,CASUAL DINING,Umami Sushi,3.6,(14 Reviews),"Bathurst Street, North York","3459 Bathurst Street, North York M6A 2C5","['Sushi', 'Japanese', 'Asian']",CA$30,[]
3663,BAKERY,Drake Commissary,3.1,(4 Reviews),Ajax,"128 Sterling Rd, Toronto","['Bakery', 'Fast Food', 'Beverages']",CA$50,[]
3664,CASUAL DINING,Yunnan Cross Bridge Rice Noodle,3.6,(5 Reviews),"Milliken Boulevard, Scarborough","19 Milliken Boulevard, Unit 3, Scarborough M1V 2R4",['Yunnan'],CA$25,[]
3665,FOOD COURT,California Thai,2.9,(11 Reviews),"Dundas Street West, Downtown Yonge","10 Dundas East, L3, Toronto M5B 2G9","['Fast Food', 'Thai', 'Asian']",CA$25,[]
3666,QUICK BITES,La Famiglia Pizza,3.3,(10 Reviews),"O'connor Drive, O'Connor-Parkview","1555 O'Connor Drive, Toronto","['Pizza', 'Italian']",CA$25,[]
3667,QUICK BITES,Li's Oriental Kitchen,3.8,(15 Reviews),Etobicoke,"5280 Dundas Street West, Etobicoke",['Chinese'],CA$30,[]
3668,QUICK BITES,The Sprout,3.4,(11 Reviews),"Saint Clair Avenue West, Yonge & St. Clair","15 St. Clair Avenue West, Toronto","['Vietnamese', 'Asian']",CA$25,[]
3669,CASUAL DINING,Il Ponte Cucina Italiana,3.1,(10 Reviews),"Queen Street East, Riverside",625 Queen Street East,['Italian'],CA$55,[]
3670,QUICK BITES,Osmow's,3.2,(5 Reviews),"Bayview Avenue, Richmond Hill","8750 Bayview Avenue, Richmond Hill L4B 4V9","['Mediterranean', 'Greek']",CA$10,[]
3671,CASUAL DINING,Spicy Garden,3.5,(9 Reviews),"Sheppard Avenue East, Scarborough","4810 Sheppard Avenue East, Scarborough M1S 4N6",['Hakka Chinese'],CA$25,[]
3672,CASUAL DINING,Szechuan Noodle Bowl,3.0,(6 Reviews),"Dundas Street East, Mississauga","400 Dundas Street East, Unit 101, Mississauga L5A 1X5","['Sichuan', 'Chinese', 'Asian']",CA$30,[]
3673,CASUAL DINING,Holiday Garden & Dodai Sushi,3.3,(13 Reviews),"250 Lakeshore Road East, Mississauga","277 Lakeshore Road East, Mississauga L5G 1G8","['Sushi', 'Japanese', 'Chinese']",CA$30,[]
3674,QUICK BITES,Pizza Depot,3.6,(12 Reviews),"Finch Avenue West, Etobicoke","6120 Finch Avenue West, Etobicoke","['Pizza', 'Fast Food']",CA$25,[]
3675,CASUAL DINING,Avsar Gujrati Thali & Street Food,3.5,(13 Reviews),Mississauga,"1225 Matheson Blvd E #1, Mississauga, ON L4W 1B6",['Indian'],CA$25,[]
3676,CASUAL DINING,Chicago Eatery,3.4,(11 Reviews),"921 Pape Av, Pape Village","919 Pape Avenue, Toronto","['American', 'Diner']",CA$55,[]
3677,QUICK BITES,Burritoz,3.0,(8 Reviews),"Grays Lane, Burlington","1035 Brant Street, Burlington",['Mexican'],CA$20,[]
3678,QUICK BITES,Naniwa-Taro,3.7,(4 Reviews),"Yonge Street, North York","7 Byng Avenue, North York M2N 0E6",['Japanese'],CA$15,[]
3679,CASUAL DINING,Omi Sushi,3.8,(13 Reviews),"Kingston Road, Scarborough","4352 Kingston Road, Scarborough M1E 2M8","['Sushi', 'Japanese', 'Chinese', 'Asian']",CA$30,[]
3680,CASUAL DINING,Canteen,3.0,(11 Reviews),"Spadina Avenue, Kensington-Chinatown","Dragon City Mall, Second Floor, Unit L, 280 Spadina Avenue, Toronto M5T 0A1","['Hong Kong Style', 'Chinese']",CA$25,[]
3681,QUICK BITES,Shaheen Food Centre,3.6,(6 Reviews),"Wolfedale Road, Mississauga","3570 Wolfedale Road, Mississauga L5C 2V6","['Indian', 'Pakistani']",CA$20,[]
3682,QUICK BITES,Sammy's Famous Donairs,3.3,(15 Reviews),"Guelph Line, Burlington","Roseland Plaza, 453 Guelph Line, Burlington",['Mediterranean'],CA$35,[]
3683,CASUAL DINING,Cloves The Spice,3.3,(16 Reviews),"Eglinton Avenue West, Forest Hill","965 Eglinton Avenue West, Toronto M6C 2C4",['Indian'],CA$40,[]
3684,CASUAL DINING,Steak & Cheese Factory,3.2,(7 Reviews),Church and Wellesley,50 Gerrard Street East M5B,"['American', 'Steak']",CA$20,[]
3685,QUICK BITES,Quiapo! Quiapo!,2.9,(13 Reviews),Mississauga,"4040 Creditview Road, Mississauga L5C 3Y8",['Filipino'],CA$15,[]
3686,CASUAL DINING,Gharoa,3.2,(6 Reviews),"2996 Danforth Av, East Danforth","2994 Danforth Avenue, Toronto M4C 1M7",['Bangladeshi'],CA$30,[]
3687,CAFÉ,Krave Coffee,3.3,(4 Reviews),"Saint Clair Avenue West, Hillcrest","781 St. Clair Avenue West, Toronto M6C 1B6",['Cafe'],CA$15,[]
3688,CAFÉ,Cafe Bene,2.8,(4 Reviews),"Yonge Street, North York","5519 Yonge Street, Second Floor, North York","['Cafe', 'Desserts']",CA$25,[]
3689,CAFÉ,Picnic,3.7,(11 Reviews),"Bloor Street West, Yorkville","Holt Renfrew Centre, 60 Bloor Street West, Toronto M4W 3L8","['Healthy Food', 'Cafe']",CA$25,[]
3690,BAR,Bistro 422,3.3,(16 Reviews),"College Street, Harbord Village","422 College Street, Toronto M5T",['Bar Food'],CA$40,[]
3691,CAFÉ,Urban Fare,3.0,(18 Reviews),"Bathurst Street, Hillcrest","1415 Bathurst Street, Toronto M5R 3H8","['Cafe', 'Breakfast']",CA$25,[]
3692,BAR,All Stars Bar & Grill,2.9,(16 Reviews),"Bramalea Road, Brampton","73 Bramalea Road, Brampton L6T 2W9",['Bar Food'],CA$40,[]
3693,CAFÉ,Wallace Espresso,3.8,(17 Reviews),"Wallace Avenue, Wallace-Emerson","188 Wallace Avenue, Toronto M6H 1V4",['Cafe'],CA$10,[]
3694,FOOD COURT,Malay Thai,3.3,(6 Reviews),"Highway 7, Markham","First Markham Place, Food Court, 3255 Highway 7 East, Markham","['Thai', 'Malaysian']",CA$20,[]
3695,FOOD COURT,Pho Ling's,3.9,(12 Reviews),"Highway 7, Markham","First Markham Place, Food Court, 3255 Highway 7 East, Markham","['Vietnamese', 'Asian']",CA$20,[]
3696,BAKERY,Akko Cake House,3.6,(10 Reviews),"Creditview Road, Mississauga","4040 Creditview Road, Mississauga L5C 3Y8","['Chinese', 'Bakery']",CA$20,[]
3697,DESSERT PARLOR,Food Palace Gelato,3.3,(5 Reviews),"Bathurst Street, Fashion District","217 Bathurst Street, Toronto",['Ice Cream'],CA$15,[]
3698,CAFÉ,Everyday Gourmet,3.6,(11 Reviews),"Front Street East, St. Lawrence","St. Lawrence Market, Lower Level, 91 Front Street East, Toronto M5E 1C3",['Cafe'],CA$15,[]
3699,FOOD COURT,Thai Express,2.9,(6 Reviews),"Dundas Street East, Mississauga","Creekside Crossing, 1510 Dundas Street East, Mississauga",['Thai'],CA$25,[]
3700,CASUAL DINING,Carens,3.5,(6 Reviews),"Yonge Street, Rosedale","1118 Yonge Street, Toronto M4W 2L6",['French'],CA$80,[]
3701,BAR,Handlebar,2.9,(10 Reviews),"Augusta Avenue, Kensington-Chinatown","159 Augusta Avenue, Toronto M5T 2L4",['Bar Food'],CA$75,['Hipster Hangouts']
3702,QUICK BITES,Foodoe's Fish & Chips,3.3,(9 Reviews),"Kingston Road, The Beaches",1036 Kingston Road M4E 1T4,['Fish and Chips'],CA$30,[]
3703,CASUAL DINING,Hey Noodles,3.2,(5 Reviews),"Dundas Street West, Kensington-Chinatown","478 Dundas Street West, Toronto M5T 1G9",['Sichuan'],CA$25,[]
3704,CASUAL DINING,Pepper Wok,3.2,(11 Reviews),"West Beaver Creek Road, Richmond Hill","280 West Beaver Creek, Richmond Hill","['Chinese', 'Asian']",CA$25,[]
3705,CASUAL DINING,Jerry's Fish & Chips,3.7,(10 Reviews),"1192 Kennedy Road, Scarborough","1190 Kennedy Road, Scarborough M1P 2L1","['Fish and Chips', 'British']",CA$40,[]
3706,CASUAL DINING,Marado Sushi,3.2,(5 Reviews),"Yonge Street, Thornhill","7323 Yonge Street, Thornhill","['Japanese', 'Sushi']",CA$40,[]
3707,CASUAL DINING,Sauter's Inn,3.3,(14 Reviews),"110 Old Kingston Road, Ajax","109 Old Kingston Road, Ajax","['Hungarian', 'German']",CA$80,[]
3708,QUICK BITES,Pizza Ten,3.7,(14 Reviews),"Hurontario Street, Mississauga","3062 Hurontario Street, Mississauga","['Pizza', 'Fast Food']",CA$25,[]
3709,CASUAL DINING,Boon Burger Cafe,3.4,(5 Reviews),"Elizabeth Street, Burlington",399 Elizabeth Street L7R 0A4,"['Pizza', 'Burger', 'Vegetarian']",CA$20,[]
3710,CASUAL DINING,Thai Spring Rolls,3.1,(13 Reviews),Aurora,"15461 Yonge St, Aurora",['Thai'],CA$45,[]
3711,CASUAL DINING,Golden Chopstick,3.7,(13 Reviews),"Old Kingston Road, Scarborough","271 Old Kingston Road, Scarborough M1C 1B4",['Chinese'],CA$25,[]
3712,QUICK BITES,Pita Delites,3.0,(13 Reviews),"Brockington Plaza, Pickering","Brockington Plaza, 1725 Kingston Road, Pickering",['Middle Eastern'],CA$43,[]
3713,CASUAL DINING,Pho Asia 21,3.1,(9 Reviews),"King Street West, Parkdale","1208 King Street West, Toronto","['Vietnamese', 'Asian']",CA$30,[]
3714,QUICK BITES,China Gourmet King,3.1,(12 Reviews),"Kingston Road, Scarborough","4286 Kingston Road, Scarborough",['Chinese'],CA$25,[]
3715,QUICK BITES,Noor Fine Food,3.3,(5 Reviews),"High Meadow Place, North York","1 High Meadow Place, Unit 9, North York","['Mediterranean', 'Middle Eastern']",CA$25,[]
3716,CASUAL DINING,Moldova,3.3,(10 Reviews),"Dufferin Street, North York","5000 Dufferin Street, North York M3H 5T5",['Moldovan'],CA$50,[]
3717,QUICK BITES,Top Grill Shawarma,3.5,(11 Reviews),"Lakeshore Road West, Mississauga","1900 Lakeshore Road West, Mississauga L5J 1J7",['Middle Eastern'],CA$25,[]
3718,QUICK BITES,Subway,3.6,(19 Reviews),"Queens Quay West, Harbourfront","228 Queens Quay West, Toronto",['Fast Food'],CA$20,[]
3719,BAR,Earl Of Whitchurch,3.7,(13 Reviews),Whitchurch-Stouffville,"6204 Main Street, Whitchurch-Stouffville L4A2S5",['Bar Food'],CA$45,[]
3720,CASUAL DINING,Southside Restaurant & Bar,3.8,(12 Reviews),"Highway 7, Markham","6061 Highway 7, Markham L3P 3B2",['Canadian'],CA$43,[]
3721,QUICK BITES,Viv's Catering,3.6,(11 Reviews),"977 Pantera Drive, Mississauga","3033 Palstan Road, Mississauga L4W 2S1","['Jamaican', 'Caribbean']",CA$15,[]
3722,QUICK BITES,Shawarma House,3.4,(15 Reviews),St. Lawrence,"222 The Esplanade, Toronto","['Middle Eastern', 'Fast Food']",CA$25,[]
3723,CASUAL DINING,Cafe Nicole - Novotel Toronto Centre,3.3,(14 Reviews),"The Esplanade, St. Lawrence","Novotel Toronto Centre, 45 The Esplanade, Toronto","['French', 'Canadian']",CA$45,[]
3724,CAFÉ,Empire Espresso,3.2,(10 Reviews),"College Street, Little Italy","668 College Street, Toronto M6G 1B8",['Cafe'],CA$20,[]
3725,BAR,Carters Landing,3.6,(4 Reviews),"Lake Shore Boulevard East, The Beaches","1681 Lake Shore Boulevard East, Toronto M4L 3W6","['Bar Food', 'BBQ', 'Seafood']",CA$30,[]
3726,FOOD COURT,The Fresh Italian Eatery,3.6,(9 Reviews),"Dundas Street West, Grange Park","Village by the Grange, 275 Dundas Street West, Toronto M5T2W5","['Italian', 'Fast Food']",CA$20,[]
3727,CASUAL DINING,Elias Restaurant,3.4,(12 Reviews),"Keele Street, North York","3310 Keele Street, North York","['Caribbean', 'Breakfast']",CA$25,[]
3728,CASUAL DINING,Mario San Francescos Ristorante,3.5,(11 Reviews),"Dixie Road, Mississauga","Dixie Square, 5120 Dixie Road, Mississauga L4W 1C9",['Italian'],CA$30,[]
3729,CASUAL DINING,Good Egg Dining,3.0,(7 Reviews),"Gateway Boulevard, Brampton","3 Gateway Boulevard, Unit 5, Brampton L6T 4X2","['Diner', 'Breakfast']",CA$25,[]
3730,CASUAL DINING,Fine Taste,3.5,(11 Reviews),"Bayly Street West, Ajax","75 Bayly Street W, Ajax L1S 7L7","['Chinese', 'Indian', 'Fusion']",CA$13,[]
3731,CASUAL DINING,Zara's by The Lake,3.7,(13 Reviews),"Lakeshore Road West, Oakville","2347 Lakeshore Road, Oakville",['Mediterranean'],CA$50,[]
3732,DESSERT PARLOR,La Diperie,3.4,(7 Reviews),"Danforth Avenue, The Danforth","372 Danforth Avenue, Toronto M4K 1P1","['Desserts', 'Frozen Yogurt', 'Ice Cream']",CA$10,[]
3733,QUICK BITES,Pizza 77,3.6,(13 Reviews),East Gwillimbury,"19181 Centre Street, East Gwillimbury","['Pizza', 'Sandwich']",CA$35,[]
3734,CAFÉ,Cafe Cranberries,3.3,(12 Reviews),"Pacific Avenue, The Junction","390 Pacific Avenue, Toronto","['Cafe', 'Breakfast']",CA$35,[]
3735,CASUAL DINING,Usmania Grill,3.3,(9 Reviews),Pickering,"1211 Kingston Road, Unit 9, Pickering L1V 6M5","['Indian', 'Pakistani', 'Kebab']",CA$25,[]
3736,QUICK BITES,Burrito Place,3.1,(11 Reviews),"Yonge Street, North York","5653 Yonge Street, North York M2M 3T2",['Mexican'],CA$30,[]
3737,BAR,Champs Sports Bar - Champs Family Entertainment Centre,3.0,(14 Reviews),"Bronte Street South, Milton","300 Bronte Street South, Milton","['American', 'Bar Food']",CA$50,[]
3738,CASUAL DINING,Mayur Fine Indian Cuisine,2.8,(7 Reviews),"Ellesmere Road, Scarborough","80 Ellesmere Road, Units 5 & 6, Toronto M1R 4C2",['Indian'],CA$30,[]
3739,QUICK BITES,Bihari Kabab,3.3,(8 Reviews),"Morningside Avenue, Scarborough","1145 Morningside Avenue, Unit 39, Scarborough","['Indian', 'Pakistani']",CA$35,[]
3740,BEVERAGE SHOP,Booster Juice,3.9,(18 Reviews),"Dundas Street East, Oakville","330 Dundas Street East, Oakville","['Juices', 'Beverages', 'Healthy Food']",CA$20,[]
3741,QUICK BITES,Wing's Restaurant,3.9,(10 Reviews),"Queen Street North, Mississauga","17 Queen Street North, Mississauga",['Chinese'],CA$40,[]
