,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes,Cluster
1091,BAKERY,Patisserie La Cigogne,4.0,50,"Bayview Avenue, Davisville Village","1626 Bayview Avenue, Toronto","Bakery, Cafe, French",30,43.7065484,-79.3758218,"1626 Bayview Ave, Toronto, ON M4G 3B7, Canada",M4G,0
1092,BAR,Hoof Cocktail Bar,3.9,48,"Dundas Street West, Trinity Bellwoods","923 Dundas Street West, Toronto",Bar Food,45,43.650701399999996,-79.4132781,"923 Dundas St W, Toronto, ON M6J 1W3, Canada",M6J,7
1093,CASUAL DINING,Kalyvia,3.9,69,"Danforth Avenue, The Danforth","420 Danforth Avenue, Toronto",Greek,60,43.6778605,-79.35112729999999,"420 Danforth Ave, Toronto, ON M4K 1P3, Canada",M4K,8
1094,CASUAL DINING,Cafe California,3.6,65,"Church Street, Church And Wellesley","538 Church Street, Toronto","American, Seafood, Grill",75,43.665105600000004,-79.3808763,"538 Church St, Toronto, ON M4Y 2E1, Canada",M4Y,14
1095,CASUAL DINING,Agra,3.4,52,"Yonge Street, North York","4850 Yonge Street, North York M2N 5N2",Indian,45,43.76255339999999,-79.41163700000001,"4850 Yonge St, North York, ON M2N 5N2, Canada",M2N,10
1096,CASUAL DINING,Dragon House,3.8,63,"Sixth Line, Oakville","2530 6th Line, Oakville L6H 6W5","Chinese, Asian",13,43.4764685,-79.72675459999998,"2530 Sixth Line, Oakville, ON L6H 6W5, Canada",L6H,2
1097,CASUAL DINING,ViBo,4.0,65,"Bloor Street West, Etobicoke","2995 Bloor Street West, Etobicoke M8X 1C1",Italian,90,43.647370200000005,-79.50997459999998,"2995 Bloor St W, Etobicoke, ON M8X 1C1, Canada",M8X,1
1098,QUICK BITES,King Palace Restaurant,3.3,63,"Church Street, Rosedale",820 Church Street M4W 2M4,"Indian, Pakistani",25,43.672064500000005,-79.38583659999998,"820 Church St, Toronto, ON M4W 2M4, Canada",M4W,10
1099,CASUAL DINING,Pearl King,3.2,30,"King Street West, Entertainment District","291 King Street West, Toronto M5V 1J5","Dim Sum, Chinese",50,43.64638529999999,-79.3899556,"291 King St W, Toronto, ON M5V 1J5, Canada",M5V,13
1100,CASUAL DINING,Solo Sushi-Ya,3.7,54,Newmarket,"291 Davis Drive, Newmarket, ON L3Y 2N7","Japanese, Sushi",120,44.0580598,-79.46735620000003,"291 Davis Dr, Newmarket, ON L3Y 2N6, Canada",L3Y,8
1101,CASUAL DINING,Wah Sing Seafood Restaurant,3.6,52,"Baldwin Street, Grange Park","47 Baldwin Street, Toronto M5T 1L1","Chinese, Seafood, Asian",45,43.655637,-79.3937381,"47 Baldwin St, Toronto, ON M5T 1L1, Canada",M5T,2
1102,CAFÉ,The Crepe Kitchen,3.9,62,"Dunn Street, Oakville","88 Dunn Street, Oakville",Cafe,35,43.446099600000004,-79.66685319999998,"88 Dunn St, Oakville, ON L6J 3C7, Canada",L6J,6
1103,CASUAL DINING,Torteria San Cosme,3.4,18,"Baldwin Street, Kensington-Chinatown",181 Baldwin Street,"Mexican, Sandwich",30,43.6547097,-79.4005786,"181 Baldwin St, Toronto, ON M5T 1L9, Canada",M5T,11
1104,CASUAL DINING,Red House,3.6,65,"Kingston Road, Pickering","Whites Road Shopping Centre, 705 Kingston Road, Unit 8, Pickering","Thai, Malaysian, Asian",30,43.8189013,-79.113157,"705 Kingston Road, Shopping Centre, Whites Rd N Unit 17, Pickering, ON L1V 6K3, Canada",L1V,2
1105,CASUAL DINING,Ristorante Julia,4.2,71,"Lakeshore Road East, Oakville","312 Lakeshore Road East, Oakville L6J 1J2","Latin American, Italian, Fusion",85,43.4478962,-79.6656055,"312 Lakeshore Rd E, Oakville, ON L6J 1J2, Canada",L6J,8
1106,BAKERY,Almond Butterfly,3.8,37,"Harbord Street, Harbord Village","100 Harbord Street, Toronto M5S 1G6","Bakery, Cafe",20,43.6629326,-79.4033968,"100 Harbord St, Toronto, ON M5S 1G6, Canada",M5S,0
1107,CASUAL DINING,Shanghai Dim Sum,3.6,23,"Sheppard Avenue East, Scarborough","4401 Sheppard Avenue East, Scarborough M1S 1T8",Shanghai,30,43.7869752,-79.26945049999998,"4401 Sheppard Ave E, Scarborough, ON M1S 1T9, Canada",M1S,8
1108,CASUAL DINING,Failte Irish Pub,3.7,63,"201 City Centre Drive, Mississauga","201 City Centre Drive, Mississauga L5B 2T4","Bar Food, Irish",50,43.5894494,-79.6415552,"201 City Centre Dr, Mississauga, ON L5B 4E4, Canada",L5B,7
1109,CASUAL DINING,Texas Longhorn,3.5,71,"Dundas Street East, Mississauga","803 Dundas Street East, Mississauga L4Y 2B7","Tex-Mex, Grill",70,43.5978315,-79.5974335,"803 Dundas St E, Mississauga, ON L4Y 2B7, Canada",L4Y,8
1110,CAFÉ,Zaza Espresso Bar,4.1,51,"Yorkville Avenue, Yorkville","75 Yorkville Avenue, Toronto M5R 1B8",Cafe,25,43.6710199,-79.39108540000001,"75 Yorkville Ave, Toronto, ON M5R 1B8, Canada",M5R,6
1111,BAKERY,Harbord Bakery,4.2,58,"Harbord Street, Harbord Village","115 Harbord Street, Toronto, ON M5S 1G8 M5S",Bakery,20,43.66238509999999,-79.4044602,"115 Harbord St, Toronto, ON M5S 1G7, Canada",M5S,0
1112,DESSERT PARLOR,Poop Café,3.2,23,"Bloor Street West, Seaton Village","706 Bloor Street W, Toronto M6G 1L4","Desserts, Ice Cream",10,43.6638533,-79.4176645,"706 Bloor St W, Toronto, ON M6G 1L4, Canada",M6G,12
1113,CASUAL DINING,Indian Street Food Co.,3.9,25,"Bayview Avenue, Leaside","1701 Bayview Avenue, Toronto M4G 3C1",Indian,50,43.70800200000001,-79.375814,"1701 Bayview Ave, East York, ON M4G 3C1, Canada",M4G,10
1114,CASUAL DINING,Tokyo Maki Sushi,3.8,72,"Bartley Bull Parkway, Brampton","2 Bartley Bull Parkway, Brampton L6W 3P9","Sushi, Japanese, Asian",45,43.668161,-79.73520099999998,"2 Bartley Bull Pkwy, Brampton, ON L6W 3P9, Canada",L6W,4
1115,CASUAL DINING,Chawla's,3.7,54,"Hurontario Street, Brampton","7916 Hurontario Street, Brampton",Indian,45,43.6632933,-79.7318815,"7916 Hurontario St, Brampton, ON L6Y 0P6, Canada",L6Y,10
1116,QUICK BITES,BriSkit,3.9,40,Brampton,"160 Wilkinson Road, Unit 40 L6T 4Z4",Canadian,20,43.6925777,-79.6995725,"40-160 Wilkinson Rd, Brampton, ON L6T 4M3, Canada",L6T,9
1117,BAR,Café Pamenar,4.0,52,"Augusta Avenue, Kensington-Chinatown","307 Augusta Avenue, Toronto M5T 2M2",Cafe,30,43.656667299999995,-79.402677,"307 Augusta Ave, Toronto, ON M5T 2M2, Canada",M5T,6
1118,CASUAL DINING,Domani,4.0,59,"Roncesvalles Avenue, Roncesvalles Village","335 Roncesvalles Avenue, Toronto M6R 2M8",Italian,80,43.649319,-79.449876,"335 Roncesvalles Ave, Toronto, ON M6R 2M8, Canada",M6R,1
1119,CASUAL DINING,Nimman,4.0,54,"Lake Shore Boulevard West, Etobicoke","2451 Lake Shore Boulevard, Toronto M8V 1C5",Thai,40,43.613499700000006,-79.4888501,"2451 Lake Shore Blvd W, Etobicoke, ON M8V 1C5, Canada",M8V,8
1120,CASUAL DINING,Sapporo Sushi,4.1,50,"Highway 7, Richmond Hill","330 Highway 7 East, Richmond Hill","Sushi, Japanese, Asian",30,43.84126740000001,-79.3989903,"330 Hwy 7, Richmond Hill, ON L4B 3P8, Canada",L4B,4
1121,CASUAL DINING,Coriander Green,4.0,49,"Allan Street, Oakville","342 Church Street East, Oakville",Indian,60,43.4490114,-79.6657187,"342 Church St, Oakville, ON L6J 1P1, Canada",L6J,10
1122,CASUAL DINING,Bayview Court,3.7,56,"Major Mackenzie Drive East, Richmond Hill","SmartCentres Richmond Hill, 1070 Major Mackenzie Drive East, Unit 107, Richmond Hill","Cantonese, Chinese, Asian",45,43.8765317,-79.41055329999998,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3, Canada",L4S,13
1123,CAFÉ,Early Bird,3.7,38,"Queen Street West, Niagara","613 Queen Street West, Toronto",Cafe,20,43.6472474,-79.4025637,"613 Queen St W, Toronto, ON M5V 2B7, Canada",M5V,6
1124,QUICK BITES,Pizza Gigi,4.1,69,Harbord Village,"189 Harbord Street, Toronto M5S1H5","Pizza, Fast Food",30,43.6616759,-79.40834670000001,"189 Harbord St, Toronto, ON M5S 1H5, Canada",M5S,5
1125,CASUAL DINING,Om,4.1,44,"Queen Street West, Parkdale","1439 Queen Street West, Toronto","Indian, Tibetan",45,43.6402292,-79.43762149999998,"1439 Queen St W, Toronto, ON M6R 1A1, Canada",M6R,10
1126,CASUAL DINING,Rendez-Vous,4.0,46,"Danforth Avenue, East Danforth","1408 Danforth Avenue, Toronto M4J 1M9",Ethiopian,40,43.682650200000005,-79.3275985,"1408 Danforth Ave, Toronto, ON M4J 1M9, Canada",M4J,8
1127,CASUAL DINING,Mye Japanese,4.0,56,"Church Street, Oakville","143 Church Street, Oakville L6J 1N1","Japanese, Seafood, Sushi, Asian",80,43.44499329999999,-79.6705355,"143 Church St, Oakville, ON L6J 1N1, Canada",L6J,2
1128,CASUAL DINING,Wally's Grill,3.4,61,Etobicoke,"123 Rexdale Boulevard, Etobicoke","Grill, Breakfast",30,43.7110841,-79.56543649999998,"123 Rexdale Blvd, Etobicoke, ON M9W 0B1, Canada",M9W,8
1129,DESSERT PARLOR,Krispy Kreme,3.7,46,"Mccaul Street, Grange Park","164 McCaul Street, Toronto M5T1W3","Desserts, Cafe",20,43.6557344,-79.39214229999999,"164 McCaul St, Toronto, ON M5T 1W4, Canada",M5T,12
1130,CASUAL DINING,Viva Napoli,3.7,63,"Mount Pleasant Road, Davisville Village","679 Mount Pleasant Road, Toronto M4S 2N2","Italian, Pizza",60,43.70575909999999,-79.3889253,"679 Mt Pleasant Rd, Toronto, ON M4S 2N2, Canada",M4S,1
1131,CASUAL DINING,Thai Signature Restaurant,3.9,53,"Lakeshore Road East, Mississauga","203 Lakeshore Road East, Mississauga","Thai, Asian",50,43.557695,-79.57851699999998,"203 Lakeshore Rd E, Mississauga, ON L5G 1G2, Canada",L5G,2
1132,CASUAL DINING,The Beacher Cafe,3.3,71,"Queen Street East, The Beaches","2162 Queen Street East, Toronto","Canadian, Pizza",40,43.6720052,-79.2913423,"2162 Queen St E, Toronto, ON M4E 1G7, Canada",M4E,9
1133,CASUAL DINING,Royal Jasmine,3.9,52,"Dixie Road, Mississauga","5165 Dixie Road, Mississauga L4W 4G1","Chinese, Asian",40,43.640108700000006,-79.6250323,"5165 Dixie Rd, Mississauga, ON L4W 4G1, Canada",L4W,2
1134,QUICK BITES,Duckworth's Fish & Chips,4.3,56,"Kingston Road, Scarborough","2282 Kingston Road, Scarborough M1N 1T9","Fish and Chips, British",25,43.705391999999996,-79.25226140000001,"2282 Kingston Rd, Scarborough, ON M1N 1T9, Canada",M1N,8
1135,CASUAL DINING,Evviva,4.0,53,"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Vaughan",Italian,40,43.829355,-79.53698270000001,"3175 Rutherford Rd #78, Vaughan, ON L4K 5Y6, Canada",L4K,1
1136,CASUAL DINING,King's Tacos,3.8,40,"Saint Clair Avenue West, Earlscourt","1190 St. Clair Avenue West, Toronto M6E 1B4",Mexican,50,43.6779089,-79.4440357,"1190 St Clair Ave W, Toronto, ON M6E 1B4, Canada",M6E,11
1137,QUICK BITES,Silver Spoon,3.5,56,"Mavis Road, Mississauga","Janpath Plaza, 816 Britannia Road, Unit 103-4 L5V","Pakistani, Indian, Hakka Chinese",20,43.6095212,-79.69666649999998,"808-812-816 Britannia Rd W, Mississauga, ON L5V 0A6, Canada",L5V,8
1138,BAKERY,Furama,4.0,55,"Spadina Avenue, Kensington-Chinatown","248 - 250 Spadina Avenue, Toronto M5T 2C2","Bakery, Chinese",20,43.65158479999999,-79.39784370000002,"248 Spadina Ave, Toronto, ON M5T 2C2, Canada",M5T,0
1139,CASUAL DINING,Dim Sum King,3.2,47,"Dundas Street West, Kensington-Chinatown","Mandale Mall, Third Floor, 421 Dundas Street West, Toronto M5T 2W4","Dim Sum, Cantonese",40,43.6531242,-79.3952115,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",M5T,8
1140,CASUAL DINING,Szechuan Gourmet,4.1,57,"Steeles Avenue West, North York","1033 Steeles Avenue W, North York M2R 2S9","Chinese, Asian",35,43.79138589999999,-79.4479416,"1033 Steeles Ave W, North York, ON M2R 2S9, Canada",M2R,2
1141,CASUAL DINING,Bombay To Go,3.8,59,"Dundas Street West, Mississauga","Dunwolfe Plaza, 755 Dundas Street West, Mississauga L5C 3B6",North Indian,40,43.5642672,-79.6355387,"777 Dundas St W, Mississauga, ON L5C 1C2, Canada",L5C,8
1142,CASUAL DINING,Veloute,4.1,48,"Queen Street East, The Beaches","2343 Queen Street East, Toronto","French, Grill",70,43.6720519,-79.28963859999998,"2343 Queen St E, Toronto, ON M4E 1H2, Canada",M4E,8
1143,CASUAL DINING,Grace O'Malley's,3.1,52,Entertainment District,"14 Duncan Street, Toronto",Bar Food,50,43.6476917,-79.3887456,"14 Duncan St, Toronto, ON M5H 3G8, Canada",M5H,7
1144,CASUAL DINING,Sky Dragon,3.3,58,"Spadina Avenue, Kensington-Chinatown","Dragon City Mall, Top Floor, 280 Spadina Avenue, Toronto M5T 1H2","Dim Sum, Cantonese",40,43.6525,-79.39833329999998,"280 Spadina Ave, Toronto, ON M5T 3A5, Canada",M5T,8
1145,CASUAL DINING,Azarias,4.2,47,"Bloor Street West, Etobicoke","3058 Bloor Street West, Etobicoke M8X1C4",Canadian,40,43.64718010000001,-79.51322429999998,"3058 Bloor St W, Etobicoke, ON M8X 1C4, Canada",M8X,9
1146,CASUAL DINING,Master Steaks,3.9,48,"Dixie Road, Mississauga","5895 Dixie Road, Mississauga L4W 1J2",Diner,35,43.6535451,-79.6442017,"5895 Dixie Rd, Mississauga, ON L4W 1E8, Canada",L4W,8
1147,FINE DINING,Modus Ristorante,3.9,45,"King Street West, Financial District","145 King Street West, Toronto M5H 1J8",Italian,100,43.6474734,-79.3839517,"145 King St W, Toronto, ON M5H 1J8, Canada",M5H,1
1148,CASUAL DINING,Darbar,4.0,42,"Dashwood Crescent, Yonge & Eglinton","288 Eglinton Avenue West, Toronto M4R 1B2",Iranian,85,43.70498189999999,-79.40775169999998,"288 Eglinton Ave W, Toronto, ON M4R 1B2, Canada",M4R,8
1149,CASUAL DINING,Ginza,4.1,62,"Weston Road, Woodbridge","8401 Weston Road, Unit 3-4, Vaughan","Sushi, Japanese, Asian, Thai",30,43.807158,-79.550246,"8401 Weston Rd Unit 3-4, Woodbridge, ON L4L 1A6, Canada",L4L,4
1150,QUICK BITES,Avenue Open Kitchen,3.9,43,"Camden Street, Fashion District","7 Camden Street, Toronto M5V 1V2","Deli, Fast Food",20,43.647128,-79.396451,"7 Camden St, Toronto, ON M5V 1V2, Canada",M5V,8
1151,QUICK BITES,Bolet's Burrito,4.3,59,"King Street East, St. Lawrence","134 Lower Sherbourne Street, Toronto",Tex-Mex,25,43.6499772,-79.36788390000001,"134 Lower Sherbourne St, Toronto, ON M5A 4J4, Canada",M5A,8
1152,QUICK BITES,Baldwin Street Burger,4.1,55,Whitby,"53 Baldwin Street North, Whitby L1M1A2",Burger,25,43.9570412,-78.96056639999998,"53 Baldwin St N, Whitby, ON L1M 1A2, Canada",L1M,8
1153,CASUAL DINING,Emma's Back Porch,3.2,58,"Old Lakeshore Road, Burlington","2084 Old Lakeshore Road, Burlington L7R 1A3","Grill, Canadian",90,43.3258179,-79.7925648,"2084 Old Lakeshore Rd, Burlington, ON L7R 1E3, Canada",L7R,8
1154,CASUAL DINING,Cho Dang Soon Tofu,3.6,51,"Dundas Street West, Etobicoke","5130 Dundas Street West, Etobicoke M9A1C2","Korean, Asian",40,43.6442389,-79.5334172,"5130 Dundas St W, Etobicoke, ON M9A 1C2, Canada",M9A,2
1155,FINE DINING,Cucci Ristorante,4.1,60,"Jones Street, Oakville","119 Jones Street, Bronte L6L 3E7",Italian,100,43.3964545,-79.71093379999998,"119 Jones St, Oakville, ON L6L 3E7, Canada",L6L,1
1156,CASUAL DINING,Osaka Sushi,3.3,39,"Don Mills Road, North York","747 Don Mills Road, North York",Sushi,45,43.71431320000001,-79.33423370000001,"747 Don Mills Rd, North York, ON M3C 3S4, Canada",M3C,8
1157,QUICK BITES,Chutney Swamy,3.9,52,"Eglinton Avenue West, Mississauga","2911 Eglinton Avenue W, Mississauga L5M 6J3",Indian,30,43.551622200000004,-79.7165437,"2911 Eglinton Ave W, Mississauga, ON L5M 6J3, Canada",L5M,10
1158,CASUAL DINING,Magic Wok,3.3,49,Markham,"4331, 14th Avenue, Markham L3R 0J2","Chinese, Asian",50,43.841605,-79.3105973,"4331 14th Ave, Markham, ON L3R 0J2, Canada",L3R,2
1159,CASUAL DINING,Mains Mansion,3.5,39,"Main Street North, Markham","144 Main Street North, Markham L3P 5T3",Canadian,80,43.8792378,-79.26144959999998,"144 Main St N, Markham, ON L3P 5T3, Canada",L3P,9
1160,CASUAL DINING,Russell Williams,4.0,58,Burlington,"20 Plains Road East, Burlington L7T2B8","Canadian, Diner",43,43.307011700000004,-79.8517098,"20 Plains Rd E, Burlington, ON L7T 2B9, Canada",L7T,9
1161,CASUAL DINING,Mambo Lounge,3.7,56,"Danforth Avenue, The Danforth","120 Danforth Avenue, Toronto M4K 1N1",Cuban,55,43.6765213,-79.3581172,"120 Danforth Ave, Toronto, ON M4K 1N1, Canada",M4K,8
1162,CASUAL DINING,Fuzen,4.2,60,"Frederick Street, St. Lawrence","132 Front Street East, Toronto M5A1E2","Sushi, Japanese, Asian",35,43.650243200000006,-79.36960669999998,"132 Front St E, Toronto, ON M5A 1E2, Canada",M5A,4
1163,CASUAL DINING,The Homeway,3.9,64,"Mount Pleasant Road, Yonge & Eglinton","955 Mount Pleasant Road, Toronto M4P",Diner,43,43.7125495,-79.3914071,"955 Mt Pleasant Rd, Toronto, ON M4P 2L7, Canada",M4P,8
1164,CASUAL DINING,Smoke Bourbon,3.0,50,"Harbord Street, Palmerston","291 Harbord Street, Toronto M6G 1G7","BBQ, American",55,43.6603341,-79.41507890000001,"291 Harbord St, Toronto, ON M6G 1G7, Canada",M6G,8
1165,CASUAL DINING,Sapore By Zafferano,4.0,66,"York Regional Road 27, Woodbridge","8000 Highway 27, Vaughan",Italian,65,43.77753189999999,-79.62344809999998,"8000 ON-27, Woodbridge, ON L4H 0A8, Canada",L4H,1
1166,CASUAL DINING,Mars Uptown Diner,3.6,53,"Yonge Street, Yonge & Eglinton","2363 Yonge Street, Toronto M4P 3J6",Diner,35,43.7091651,-79.39856529999999,"2363 Yonge St, Toronto, ON M4P 2C8, Canada",M4P,8
1167,CASUAL DINING,Desi Bar & Grill,3.7,53,"Rathburn Road East, Mississauga","Tomken Plaza, 925 Rathburn Road East, Mississauga L4W 4C3","Indian, Bar Food",40,43.6163821,-79.61728959999998,"925 Rathburn Rd E, Mississauga, ON L4W 4C3, Canada",L4W,10
1168,CASUAL DINING,Sababa Restaurant,4.1,64,"Steeles Avenue West, Thornhill","390 Steeles Avenue West, Vaughan",Middle Eastern,30,43.79608229999999,-79.4339068,"390 Steeles Ave W, Thornhill, ON L4J 6X2, Canada",L4J,8
1169,CASUAL DINING,Kabul Express,4.1,53,"Dundas Street East, Garden District","126 Dundas Street East, Toronto M5B 1E2",Afghan,30,43.6567816,-79.37641789999998,"126 Dundas St E, Toronto, ON M5B 1E2, Canada",M5B,8
1170,CASUAL DINING,Royal Garden,3.1,45,"Ontario Street South, Milton","550 Ontario St S, Milton L9T5E4","Hakka Chinese, Thai, Asian",13,43.5061848,-79.86354589999998,"550 Ontario St S, Milton, ON L9T 5E4, Canada",L9T,2
1171,DESSERT PARLOR,Bunner's,3.3,56,"Dundas Street West, The Junction","3054 Dundas Street West, Toronto M6P 1Z7","Desserts, Bakery",15,43.6656916,-79.4714453,"3054 Dundas St W, Toronto, ON M6P 1Z7, Canada",M6P,12
1172,CASUAL DINING,Pho Mi 89,3.7,61,"2501 Prince Michael Drive, Oakville","2501 Prince Michael Dr, Oakville L6H0H1","Vietnamese, Asian",13,43.498163500000004,-79.70738359999999,"2501 Prince Michael Dr, Oakville, ON L6H 0B6, Canada",L6H,2
1173,CASUAL DINING,Good Catch Boil House,3.2,12,Markham,"179 Enterprise Boulevard, Unit M-109, Markham L6G L6G","Seafood, Cajun",25,43.8491607,-79.32332120000001,"179 Enterprise Blvd Unit M-109, Markham, ON L6G 1B3, Canada",L6G,8
1174,DESSERT PARLOR,Sugar Tiers,3.7,38,"Markland Street, Markham","735 Markland Street, Unit 4, Markham L6C 0G6","Desserts, Cafe",13,43.886342600000006,-79.37343829999998,"4-735 Markland St, Markham, ON L6C 0G6, Canada",L6C,12
1175,BAR,Rhum Corner,3.6,39,"Dundas Street West, Trinity Bellwoods","926 Dundas Street West, Toronto","Tapas, Bar Food",65,43.651005600000005,-79.4132025,"926 Dundas St W, Toronto, ON M6J 1W3, Canada",M6J,14
1176,CASUAL DINING,Sorn Thai,4.0,56,"Yonge Street, Yonge & Eglinton","2550 Yonge Street, Toronto","Thai, Asian",55,43.7133523,-79.4000643,"2550 Yonge St, Toronto, ON M4P 2J2, Canada",M4P,2
1177,CASUAL DINING,Turtle Jack's Yonge,3.6,61,"Yonge Street, Richmond Hill","11740 Yonge Street, Richmond Hill L4E 0K4","Grill, Canadian",55,43.91360529999999,-79.44810559999998,"11740 Yonge St, Richmond Hill, ON L4E 0K4, Canada",L4E,8
1178,CASUAL DINING,Vertical,3.7,62,"King Street West, Entertainment District","First Canadian Place, 100 King Street West, Toronto M5X1E1",Italian,65,43.648611100000004,-79.3816667,"100 King St W, Toronto, ON M5X 1A9, Canada",M5X,1
1179,CASUAL DINING,District Social,3.7,38,"College Street, Dufferin Grove","842 College Street, Toronto M6H 1A2","Middle Eastern, Mediterranean",80,43.6544302,-79.42327970000001,"842 College St, Toronto, ON M6H 1A2, Canada",M6H,8
1180,CASUAL DINING,Hakka Garden,4.2,53,"Overlea Boulevard, Thorncliffe Park","Overlea Mews, 25 Overlea Boulevard, Toronto","Hakka Chinese, Asian",30,43.7043343,-79.34999870000001,"25 Overlea Blvd, Toronto, ON M4H 1P9, Canada",M4H,2
1181,QUICK BITES,Pizza La Rosa,3.6,27,"Victoria Park Avenue, Scarborough","Victoria Commons, 2555 Victoria Park Avenue, Unit 19, Scarborough M1T 1A3","Pizza, Sandwich",30,43.7732196,-79.32163440000001,"2555 Victoria Park Ave, Scarborough, ON M1T 1A3, Canada",M1T,5
1182,CASUAL DINING,Santorini,3.9,55,"John Street, Thornhill","288 John Street, Thornhill, GTA",Greek,70,43.819934100000005,-79.3990158,"288 John St, Thornhill, ON L3T 6M8, Canada",L3T,8
1183,CASUAL DINING,Bún Saigon,3.8,52,"Spadina Avenue, Kensington-Chinatown","252 Spadina Avenue, Toronto M5T 2C2",Vietnamese,25,43.65164679999999,-79.39787109999999,"252 Spadina Ave, Toronto, ON M5T 2C2, Canada",M5T,8
1184,CASUAL DINING,Gourmet Vegetarian Restaurant,3.8,37,"West Beaver Creek Road, Richmond Hill","280 West Beaver Creek Road, Richmond Hill",Chinese,30,43.844162700000005,-79.3877344,"280 West Beaver Creek Rd, Richmond Hill, ON L4B 3B1, Canada",L4B,8
1185,QUICK BITES,Jalsa,3.8,55,"Queen Street West, Brampton","4 McLaughlin Road S, Unit 11, Brampton, ON L6Y 3B2 5G9","Indian, Fast Food",20,43.675847600000004,-79.7686375,"11-4 McLaughlin Rd S, Brampton, ON L6Y 3B2, Canada",L6Y,10
1186,QUICK BITES,Indian Sweet Master,3.3,30,Brampton,503 Ray Lawson Boulevard L6Y 0N2,"Indian, Hakka Chinese, Desserts",25,43.6507218,-79.73634870000001,"503 Ray Lawson Blvd, Brampton, ON L6Y 0N2, Canada",L6Y,10
1187,CASUAL DINING,El Fogon,3.6,39,"Saint Clair Avenue West, Hillcrest","543 St. Clair Avenue West, Toronto","Peruvian, Latin American",70,43.6825369,-79.42048199999998,"543 St Clair Ave W, Toronto, ON M6C 1A3, Canada",M6C,8
1188,CASUAL DINING,The Craft Brasserie & Grille,3.3,20,"Atlantic Avenue, Liberty Village","107 Atlantic Avenue, Toronto M6K 1Y2","Canadian, Tapas",50,43.639323299999994,-79.4205411,"107 Atlantic Ave, Toronto, ON M6K 1Y2, Canada",M6K,9
