,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in,Google Addresses,Lat,Lng,Postal Codes
2591,CASUAL DINING,Bendale Restaurant,3.7,22,"Lawrence Avenue East, Scarborough","3264 Lawrence Avenue E, Scarborough M1H 3C2","American, Diner",30,,"3264 Lawrence Ave E, Scarborough, ON M1H 3C2, Canada",43.7575586,-79.23865490000001,M1H
2592,CASUAL DINING,Fickle Pickle,3.7,27,Whitchurch-Stouffville,"6302 Main Street, Whitchurch-Stouffville","Diner, Deli",45,,"6302 Main St, Whitchurch-Stouffville, ON L4A 1G8, Canada",43.9717542,-79.24597390000002,L4A
2593,CASUAL DINING,The Lake Grill,3.7,26,"Brock Street South, Whitby","1628 Brock Street South, Whitby","Seafood, Steak, Grill",80,,"1628 Brock St S, Whitby, ON L1N 4M4, Canada",43.8600737,-78.9340836,L1N
2594,CASUAL DINING,Steeles Deli Restaurant,3.8,27,"Steeles Avenue West, Thornhill","180 Steeles Avenue West, Unit 19, Thornhill","Deli, American",60,,"19-180 Steeles Ave W, Thornhill, ON L3T 1A5, Canada",43.79774329999999,-79.42634489999998,L3T
2595,CASUAL DINING,Sabor Brasil,3.5,14,"Saint Clair Avenue West, Earlscourt","1702 St. Clair Avenue West, Toronto M6N 1J1",Brazilian,55,,"1702 St Clair Ave W, Toronto, ON M6N 1J1, Canada",43.67465,-79.45931,M6N
2596,CASUAL DINING,Bocconcino Ristorante,3.6,21,"Trowers Road, Woodbridge","331 Trowers Road, Vaughan",Italian,65,,"331 Trowers Rd, Woodbridge, ON L4L 6A2, Canada",43.7854709,-79.5572708,L4L
2597,BAR,QB Sports Bar,3.9,27,"Fairview Street, Burlington","4460 Fairview Street, Burlington",Bar Food,45,,"4460 Fairview St, Burlington, ON L7L 5P9, Canada",43.37195730000001,-79.76303089999998,L7L
2598,CAFÉ,Foodwares Cafe,3.2,26,"Yonge Street, Downtown Yonge","Hudson's Bay Company, Lower Level, 176 Yonge Street, Toronto M5H1A1",Cafe,30,,"176 Yonge Street, for CURBSIDE PICKUP, 37 Richmond St W, Toronto, ON M5C 2L7, Canada",43.65103269999999,-79.3803887,M5C
2599,CASUAL DINING,Caribbean Palms,3.8,20,"747 Don Mills Road, North York","747 Don Mills Road, North York M3C 1T2","Caribbean, Chinese, West Indian",25,,"747 Don Mills Rd, North York, ON M3C 3S4, Canada",43.714481299999996,-79.3362798,M3C
2600,CAFÉ,The Roastery,3.6,11,"Richmond Street West, Entertainment District","401 Richmond Street West, Toronto M5V 1X3",Cafe,25,,"401 Richmond St W, Toronto, ON M5V 3A8, Canada",43.647632200000004,-79.3950698,M5V
2601,CAFÉ,Cake Town Cafe,3.5,30,"Danforth Avenue, East Danforth","2039 Danforth Avenue, Toronto M4C 1J8","Cafe, Bakery, Desserts",20,,"2039 Danforth Ave, Toronto, ON M4C 1J8, Canada",43.6853585,-79.313694,M4C
2602,CASUAL DINING,Federick Chinese,3.4,23,"Hurontario Street, Mississauga","2515 Hurontario Street, Mississauga L5A 4C8",Hakka Chinese,30,,"2515 Hurontario St, Mississauga, ON L5A 4C7, Canada",43.5791722,-79.61428339999998,L5A
2603,CASUAL DINING,The Donlands Diner,3.2,15,"Donlands Avenue, Old East York","417 Donlands Avenue, Toronto M4J 3S3","Canadian, Diner",25,,"417 Donlands Ave, East York, ON M4J 3S2, Canada",43.69441399999999,-79.3426502,M4J
2604,QUICK BITES,Doaba Sweets & Snacks,3.8,18,"Charolais Boulevard, Brampton","305 Charolais Boulevard, Unit 9, Brampton","Indian, Desserts",30,,"9-305 Charolais Blvd, Brampton, ON L6Y 2R2, Canada",43.6585001,-79.75025600000002,L6Y
2605,CASUAL DINING,Pluckers Wing & Crab Shack,3.5,24,Burlington,"355 Plains Road East, Burlington","Bar Food, Seafood",40,,"355 Plains Rd E, Burlington, ON L7T 2C8, Canada",43.315903799999994,-79.8418853,L7T
2606,CASUAL DINING,Swan By Rose & Sons,3.1,8,"Queen Street West, Trinity Bellwoods","892 Queen Street West, Toronto M6J 1G3","Diner, American",50,,"892 Queen St W, Toronto, ON M6J 1G3, Canada",43.645124100000004,-79.41485379999997,M6J
2607,CASUAL DINING,Honey B Hives Restaurant,3.2,17,"Markham Road, Scarborough","2816 Markham Road, Scarborough M1V 4C3",Diner,20,,"2816 Markham Rd, Scarborough, ON M1X 1E6, Canada",43.822995899999995,-79.24855090000001,M1X
2608,QUICK BITES,Artisan Pizza,3.7,18,"Appleby Line, Burlington","2444 New Street, Unit 4, Burlington","Pizza, Fast Food",25,,"4-2444 New St, Burlington, ON L7R 1J6, Canada",43.3377686,-79.78558609999997,L7R
2609,BEVERAGE SHOP,Tealish,3.8,33,"Queen Street West, Trinity Bellwoods","367 Roncesvalles Avenue, Toronto M6R 2M8","Tea, Beverages",40,Hipster Hangouts,"367 Roncesvalles Ave, Toronto, ON M6R 2M8, Canada",43.6500251,-79.4503216,M6R
2610,CASUAL DINING,Golden Pizza,3.9,26,"Broadview Avenue, Broadview North","1201 Broadview Avenue, Toronto","Pizza, Fast Food",40,,"1201 Broadview Ave, East York, ON M4K 2T1, Canada",43.6895963,-79.35478189999998,M4K
2611,QUICK BITES,John Anderson's Charcoal Broil Hamburgers,3.9,20,"Dundas Street West, Mississauga","1069 Dundas Street W, Mississauga L5C 1C3","Fast Food, Sandwich",20,,"1069 Dundas St W, Mississauga, ON L5C 1C3, Canada",43.5578713,-79.64309200000002,L5C
2612,CASUAL DINING,Mr. Greek,3.2,23,Newmarket,"17725 Yonge Street, Newmarket","Greek, Mediterranean",45,,"17725 Yonge St, Newmarket, ON L3Y 7C1, Canada",44.059766100000004,-79.48058320000001,L3Y
2613,BAR,Hurricane's Roadhouse Restaurant,3.2,28,"Bloor Street West, Dufferin Grove","963 Bloor Street West, Toronto M6H 1L7",Bar Food,60,Sports Bars,"963 Bloor St W, Toronto, ON M6H 1L7, Canada",43.66121070000001,-79.42860350000002,M6H
2614,CASUAL DINING,High Seas Fish and Chips,3.9,24,"Islington Avenue, Etobicoke","1086 Islington Avenue, Etobicoke M8Z 4R9","Fish and Chips, Grill",35,,"1086 Islington Ave, Etobicoke, ON M8Z 4S1, Canada",43.63613,-79.520546,M8Z
2615,CASUAL DINING,Nakamori,3.4,7,"2805 Eglinton Av East, Scarborough","2803 Eglinton Avenue East, Scarborough M1J2E1","Japanese, Sushi",25,,"2803 Eglinton Ave E, Scarborough, ON M1J 2E1, Canada",43.7370031,-79.24470629999998,M1J
2616,QUICK BITES,Friendly House,3.5,23,"Yonge Street, North York","5908 Yonge Street, North York M2M 3T3",Greek,25,,"5908 Yonge St, North York, ON M2M 3T3, Canada",43.786819200000004,-79.41772739999998,M2M
2617,CASUAL DINING,St. Matthew's,3.9,14,"529 Rogers Road, York","527 Rogers Road, Toronto","Portuguese, BBQ",25,Barbecue & Grill,"527 Rogers Rd, York, ON M6M 1B4, Canada",43.682109600000004,-79.4690042,M6M
2618,CASUAL DINING,Yolanda's Casa,3.6,19,"Bronte Road, Oakville","49 Bronte Road, Oakville L6L 6L5",Italian,70,,"49 Bronte Rd, Oakville, ON L6L 3B6, Canada",43.394036,-79.7095532,L6L
2619,DESSERT PARLOR,Booyah,3.3,10,"Vaughan Road, Hillcrest","16 Vaughan Road, Toronto",Ice Cream,20,,"16 Vaughan Rd, Toronto, ON M6G 2N1, Canada",43.6815133,-79.41840859999998,M6G
2620,QUICK BITES,Lally's Restaurant,3.9,19,Brampton,"499 Raylawson Boulevard, Brampton",Indian,20,,"499 Ray Lawson Blvd, Brampton, ON L6Y 0N2, Canada",43.6511795,-79.7353431,L6Y
2621,QUICK BITES,Amadio's Pizza,3.8,28,"Revus Avenue, Mississauga","360 Revus Avenue, Mississauga","Pizza, Fast Food",35,,"360 Revus Ave, Mississauga, ON L5G 4S4, Canada",43.565020600000004,-79.5766301,L5G
2622,CASUAL DINING,Paul's Spaghetti House,3.9,27,"Cosburn Avenue, Old East York","488A Cosburn Avenue, Toronto",Italian,65,,"488a Cosburn Ave, East York, ON M4J 2N5, Canada",43.6930534,-79.333658,M4J
2623,CASUAL DINING,Mimi's Fish & Chips,3.5,17,"Main Street South, Brampton","184 Main Street South, Brampton L6W 2E2",Fish and Chips,30,,"184 Main St S, Brampton, ON L6W 2E2, Canada",43.67672100000001,-79.746787,L6W
2624,CASUAL DINING,Thai Country Kitchen,3.5,21,"Spadina Avenue, Kensington-Chinatown","412 Spadina Avenue, Toronto M5T 2G7",Thai,25,,"412 Spadina Ave, Toronto, ON M5T 2G7, Canada",43.656161499999996,-79.3997225,M5T
2625,CASUAL DINING,Ground Burger Bar,3.6,12,Newmarket,352 Doug Duncan Drive 2 L3Y 0C1,Burger,20,,"352 Doug Duncan Dr #2, Newmarket, ON L3Y 0C1, Canada",44.0521019,-79.45574959999998,L3Y
2626,CASUAL DINING,Scruffy Murphy's Irish Pub,3.3,31,Davisville Village,"150 Eglinton Avenue East, Toronto M4P 1E8","Bar Food, Burger, Pizza",65,,"150 Eglinton Ave E, Toronto, ON M4P 1E8, Canada",43.7078631,-79.39415600000002,M4P
2627,CASUAL DINING,Ilhas De Bruma,3.9,18,"College Street, Brockton Village","1136 College Street, Toronto M6H 1B5","Seafood, Portuguese",80,,"1136 College St, Toronto, ON M6H 1B6, Canada",43.6524679,-79.4335973,M6H
2628,CASUAL DINING,The Bottom Line,3.6,32,Financial District,"22 Front Street West, Toronto M5J 1C4","Grill, Bar Food",65,Sports Bars,"22 Front St W, Toronto, ON M5J, Canada",43.6467649,-79.37796929999998,
2629,BAR,The King's Arms,3.8,29,Oakville,"323 Church Street, Oakville L6J 1P1",Bar Food,43,,"323 Church St, Oakville, ON L6J 1P2, Canada",43.4489278,-79.6664147,L6J
2630,BAR,O'Grady's,3.0,27,"College Street, Discovery District","171 College Street, Toronto M5T 1P7",Bar Food,40,,"171 College St, Toronto, ON M5T 1P7, Canada",43.6589165,-79.39379220000002,M5T
2631,BAR,Abbey Road Pub & Patio,3.5,23,Mississauga,"3200 Erin Mills Parkway, Mississauga","Bar Food, British",55,,"3200 Erin Mills Pkwy, Mississauga, ON L5L 1W8, Canada",43.5398097,-79.67283859999998,L5L
2632,CASUAL DINING,Jade Dim Sum,3.2,7,"Dixie Road, Mississauga","2280 Dixie Road, Unit 1-2, Mississauga","Dim Sum, Cantonese, Chinese, Asian",50,,"2280 Dixie Rd Unit 1-2, Mississauga, ON L4Y 1Z4, Canada",43.6031347,-79.57592779999997,L4Y
2633,CASUAL DINING,Miso Sushi & Tapas,3.4,27,"Lakeshore Road East, Oakville","221 Lakeshore Road East, Oakville","Tapas, Japanese, Asian",40,,"221 Lakeshore Rd E, Oakville, ON L6J 1H7, Canada",43.446251200000006,-79.66799420000002,L6J
2634,CASUAL DINING,Kitchen,3.5,20,"Avenue Road, North York","1967 Avenue Road, Toronto",Canadian,80,,"1967 Avenue Rd, Toronto, ON M5M 4A3, Canada",43.734601899999994,-79.4195836,M5M
2635,CASUAL DINING,Big Tuna Poké Bar,3.5,11,"Bloor Street West, The Annex","599 Bloor Street West, Toronto, M6G 1K5","Asian, Asian Fusion",25,,"599 Bloor St W, Toronto, ON M6G 1K5, Canada",43.6646035,-79.41293420000002,M6G
2636,QUICK BITES,Biryani King,3.6,23,"Gillingham Drive, Brampton","Rona Plaza, 40 Gillingham Drive, Brampton","North Indian, Pakistani",20,,"50 Gillingham Dr, Brampton, ON L6X 4X7, Canada",43.703453100000004,-79.78782,L6X
2637,QUICK BITES,Maro's,3.4,21,"Kerr Street, Oakville","135 Kerr Street, Oakville","Mexican, Mediterranean",40,,"135 Kerr St, Oakville, ON L6K 3A6, Canada",43.44053579999999,-79.67562790000002,L6K
2638,CAFÉ,M Square Coffee Co.,3.6,13,The PATH,"The Plaza At Sheraton Centre, 123 Queen Street West, The PATH, Toronto M5H 3K6",Cafe,20,,"123 Queen St W, Toronto, ON M5H 2M9, Canada",43.6511753,-79.3842377,M5H
2639,CASUAL DINING,KRAVINGZ,3.1,9,"Lakeshore Road West, Mississauga","1710 Lakeshore Road West, Toronto",Canadian,35,,"1710 Lakeshore Rd W, Mississauga, ON L5J 1J5, Canada",43.5178546,-79.62166020000002,L5J
2640,CASUAL DINING,Trini's Gardens Restaurant,3.3,14,"The Queensway, Etobicoke","3266 Lake Shore Blvd W, Etobicoke","Caribbean, Chinese",20,,"3266 Lake Shore Blvd W, Etobicoke, ON M8V 1M4, Canada",43.59719339999999,-79.5233035,M8V
2641,CASUAL DINING,Bounty Family Restaurant,3.6,25,"Dundas Street East, Mississauga","2206 Dundas Street East, Mississauga L4X 1L9",Diner,50,,"2206 Dundas St E, Mississauga, ON L4X 1L9, Canada",43.6254352,-79.56481629999998,L4X
2642,CASUAL DINING,Mint Garden,3.9,21,Newmarket,"17830 Leslie Street, Newmarket",Vietnamese,20,Restaurants Serving Pho,"17830 Leslie St, Newmarket, ON L3Y 3E5, Canada",44.073867,-79.43450899999998,L3Y
2643,QUICK BITES,Zoup!,3.7,12,"Hampshire Gate, Oakville","2525 Hampshire Gate, Oakville L6H 6A2",Sandwich,25,,"2525 Hampshire Gate, Oakville, ON L6H 6A2, Canada",43.5201597,-79.6833686,L6H
2644,CASUAL DINING,Pho Con Bò,3.8,21,"Wilson Avenue, North York","1625 Wilson Avenue, Unit 56B, North York M3L 1A5","Vietnamese, Asian",30,,"56B-1625 Wilson Ave, North York, ON M3L 1A5, Canada",43.7197925,-79.51216389999998,M3L
2645,BAKERY,Serano Bakery,3.5,13,"Pape Avenue, The Danforth","830 Pape Avenue, Toronto",Bakery,20,,"830 Pape Ave, Toronto, ON M4K 3T3, Canada",43.6828647,-79.3467757,M4K
2646,CASUAL DINING,Avant Gout,3.8,25,"Yonge Street Suite 301, Rosedale","1108 Yonge Street, Toronto M4W 2L6","Italian, Moroccan",100,,"1108 Yonge St, Toronto, ON M4W 2L6, Canada",43.678622499999996,-79.3904647,M4W
2647,QUICK BITES,Chopstick Foods,3.9,20,"Danforth Avenue, Scarborough","3300 Danforth Avenue, Scarborough",Chinese,30,,"3300 Danforth Ave, Scarborough, ON M1L 1C4, Canada",43.6932914,-79.27997890000002,M1L
2648,BAKERY,Sorelle and Co.,3.5,8,Vaughan,"1050 Rutherford Road,Vaughan L6A 1S2",Bakery,35,,"1050 Rutherford Rd, Maple, ON L6A 1S2, Canada",43.845751299999996,-79.46913609999999,L6A
2649,CASUAL DINING,Timothy's Pub,3.6,26,"350 Brown's Line, Etobicoke","344 Brown's Line, Etobicoke",Bar Food,50,,"344 Brown's Line, Etobicoke, ON M8W 3T7, Canada",43.6001599,-79.5447824,M8W
2650,QUICK BITES,Patty King,3.6,18,"Progress Avenue, Scarborough","321 Progress Road, Toronto M1R 5L6",Caribbean,13,,"321 Progress Ave, Scarborough, ON M1P 2Z7, Canada",43.773590999999996,-79.2680632,M1P
2651,CASUAL DINING,Beef Noodle Restaurant,3.3,15,"Sheppard Avenue East, Scarborough","Cathay Plaza, 4271 Sheppard Avenue East, Scarborough M1S 1T6",Chinese,25,,"4271 Sheppard Ave E, Scarborough, ON M1S 1T6, Canada",43.7855135,-79.27568199999997,M1S
2652,CASUAL DINING,Last Temptation,3.5,33,"Kensington Avenue, Kensington-Chinatown","12 Kensington Avenue, Toronto M5T",Bar Food,45,,"12 Kensington Ave, Toronto, ON M5T 2J7, Canada",43.6531768,-79.4003352,M5T
2653,QUICK BITES,Delina Restaurant,3.8,22,"Queen Street East, The Beaches","1891 Queen Street East, Toronto M4L 1H3",Middle Eastern,20,,"1891 Queen St E, Toronto, ON M4L 1H3, Canada",43.66869260000001,-79.3051416,M4L
2654,CASUAL DINING,Maurya East Indian Roti,2.9,6,Fort York,150 East Liberty Street. M6K 3R5,Indian,25,,"150 E Liberty St, Toronto, ON M6K 3R5, Canada",43.638763899999994,-79.4162418,M6K
2655,CASUAL DINING,Simba Grill,3.9,18,"Donlands Avenue, Old East York","375 Donlands Avenue, Toronto",African,40,,"375 Donlands Ave, East York, ON M4J 3S2, Canada",43.693387,-79.3422652,M4J
2656,CASUAL DINING,Chopin,3.6,24,"Roncesvalles Avenue, Roncesvalles Village","165 Roncesvalles Avenue, Toronto M6R 2L3","Polish, Modern European",40,,"165 Roncesvalles Ave, Toronto, ON M6R 2L3, Canada",43.6442342,-79.4479144,M6R
2657,CASUAL DINING,Novita Italian Cuisine,3.0,12,Markham,"25 Cochrane Drive, Markham L3R 9S1",Italian,40,,"25 Cochrane Dr, Markham, ON L3R 9S1, Canada",43.848688,-79.3607679,L3R
2658,CASUAL DINING,Cruda Cafe,2.7,16,"Front Street East, St. Lawrence","St. Lawrence Market, Lower Level, 93 Front Street East, Toronto","Healthy Food, Bakery",40,,"93 Front St E, Toronto, ON M5E 1C3, Canada",43.6490516,-79.3717741,M5E
2659,CASUAL DINING,Colombia Mia,3.8,19,"Dundas Street West, Mississauga","3038 Hurontario Street, Mississauga L5B 3B9",Colombian,40,,"3038 Hurontario St, Mississauga, ON L5B 4P4, Canada",43.58101129999999,-79.61814439999998,L5B
2660,CASUAL DINING,Campo,3.6,17,"Jane Street, York","244 Jane Street, Toronto M6S 3Z1","Italian, Spanish",80,,"244 Jane St, Toronto, ON M6S 3Z1, Canada",43.65515509999999,-79.48711449999998,M6S
2661,QUICK BITES,I Love Roti,3.8,22,"Brockington Plaza, Pickering","Brockington Plaza, 1725 Kingston Road, Pickering",Caribbean,20,,"1725 Kingston Rd, Pickering, ON L1V 1C5, Canada",43.8487625,-79.0714959,L1V
2662,BAR,King Henry Arms,3.5,23,"Yonge Street, Richmond Hill","9301 Yonge Street, Richmond Hill L4C 1V4","Bar Food, British",55,,"9301 Yonge St, Richmond Hill, ON L4C 1V4, Canada",43.853997899999996,-79.43254390000001,L4C
2663,QUICK BITES,Palmyra Mediterranean House,3.7,12,"Eglinton Avenue West, Mississauga","5555 Eglinton Avenue West, Toronto M9C 5M1","Mediterranean, Middle Eastern",13,,"5555 Eglinton Ave W, Etobicoke, ON M9C 5M1, Canada",43.6503823,-79.6035332,M9C
2664,CASUAL DINING,Keung's Restaurant,3.3,23,"Kennedy Road, Markham","New Kennedy Square, 8380 Kennedy Road, Markham L3R 2N9","Cantonese, Chinese, Asian",35,,"8360 Kennedy Rd, Unionville, ON L3R 9W4, Canada",43.859340700000004,-79.30470179999998,L3R
2665,QUICK BITES,Bloor Jane Restaurant,3.6,22,"Bloor Street West, Bloor West Village","2434 Bloor Street West, Toronto M6S 1P9",Diner,30,,"2434 Bloor St W, Toronto, ON M6S 1P9, Canada",43.6495398,-79.4841695,M6S
2666,CASUAL DINING,Siam Square Hut,3.3,10,"Eglinton Avenue East, Leaside","Sunnybrook Plaza, 660 Eglinton Avenue East, Unit 120, Toronto M4G 2K2","Thai, Asian",30,,"660 Eglinton Ave E, East York, ON M4G 2K2, Canada",43.7116801,-79.37638570000001,M4G
2667,QUICK BITES,Joe's Pastizzi Plus,3.9,22,"Dundas Street West, Etobicoke","5070 Dundas Street West, Etobicoke M9A1B9",Italian,20,,"5070 Dundas St W, Etobicoke, ON M9A 1B9, Canada",43.6456509,-79.5319653,M9A
2668,CASUAL DINING,Hong Phat,3.4,8,"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Unit 70, Vaughan","Vietnamese, Asian",40,,"1 Bass Pro Mills Dr, Vaughan, ON L4K 5W4, Canada",43.8248238,-79.53940039999998,L4K
2669,QUICK BITES,Haida Sandwich,3.7,17,"Northtown Way, North York","15 Northtown Way, North York M2N 7A2","Pizza, Fast Food",30,,"15 Northtown Way, North York, ON M2N 7A2, Canada",43.7748786,-79.4132928,M2N
2670,BAR,Ciro's,3.6,30,"Bloor Street West, Wallace-Emerson","1316 Bloor Street West, Toronto","Bar Food, Thai",50,,"1316 Bloor St W, Toronto, ON M6H 1P2, Canada",43.6584817,-79.4431203,M6H
2671,CASUAL DINING,Panorama Mediterranean Cuisine,3.8,15,"5130 Dixie Road, Mississauga","5130 Dixie Road Unit 2, Mississauga",Mediterranean,20,,"2-5130 Dixie Rd, Mississauga, ON L4W 4K2, Canada",43.6364451,-79.62428799999998,L4W
2672,CAFÉ,Beaches Bake Shop & Cafe,3.7,12,"898 Kingston Road, The Beaches","900 Kingston Road, Toronto M4E 1S5","Cafe, Bakery",20,,"900 Kingston Rd, Toronto, ON M4E 1S5, Canada",43.68043820000001,-79.2896782,M4E
2673,BAR,Junction City Music Hall 2,3.9,27,"Dundas Street West, The Junction","2907 Dundas Street West, Toronto M6P 1Z1",Bar Food,50,,"2907 Dundas St W, Toronto, ON M6P 1Z1, Canada",43.66517,-79.4661916,M6P
2674,CASUAL DINING,Highland Fish & Chips,3.9,22,"Ellesmere Road, Scarborough","3357 Ellesmere Road, Scarborough M1C 1H1",Fish and Chips,40,,"3357 Ellesmere Rd, Scarborough, ON M1C 1H1, Canada",43.78730710000001,-79.18371499999998,M1C
2675,CASUAL DINING,Daisukis Sushi,3.0,26,"Markham Road, Markham","9275 Markham Road, Unit 5, Markham","Sushi, Japanese, Asian",35,,"5-9275 Markham Rd, Markham, ON L3P 3J3, Canada",43.8739935,-79.25978669999998,L3P
2676,CASUAL DINING,Peking Garden,2.8,21,"Kingston Road, Scarborough","4532 Kingston Road, Scarborough M1E 2N8",Chinese,25,,"4532 Kingston Rd, Scarborough, ON M1E 2N9, Canada",43.7720458,-79.1860021,M1E
2677,QUICK BITES,M'Zaar,3.3,20,"Yonge Street, Church And Wellesley","668 Yonge Street, Toronto M4Y 2A6",Lebanese,30,,"668 Yonge St, Toronto, ON M4Y 2A6, Canada",43.66718849999999,-79.3856756,M4Y
2678,CASUAL DINING,Jangwon Korean Restaurant,3.1,12,"Bloor Street West, Seaton Village","708 Bloor Street West, Toronto","BBQ, Korean, Asian",60,,"708 Bloor St W, Toronto, ON M6G 1L4, Canada",43.6638341,-79.41775279999997,M6G
2679,CASUAL DINING,Churrasco of Portugal,3.7,21,"95 Middlecote Drive, Ajax","95 Middlecote Drive, Ajax",Portuguese,30,,"95 Middlecote Dr, Ajax, ON L1T 0K3, Canada",43.8970357,-79.0333398,L1T
2680,CASUAL DINING,Paracas,3.6,16,"Crang Avenue, Oakwood","992 St Clair Avenue West, Toronto M6E 1A2","Peruvian, Latin American",65,,"992 St Clair Ave W, Toronto, ON M6E 1A2, Canada",43.6794474,-79.43701290000001,M6E
2681,CASUAL DINING,Kami Sushi,3.6,30,"Garden Avenue, Roncesvalles Village","153 Roncesvalles Avenue, Toronto M6R 2K3","Sushi, Japanese, Asian",50,,"153 Roncesvalles Ave, Toronto, ON M6R 3B3, Canada",43.64395800000001,-79.44787779999999,M6R
2682,BAR,The Football Factory,3.1,23,"Bathurst Street, Niagara","164 Bathurst Street, Toronto M5V 2R3",Bar Food,55,Sports Bars,"164 Bathurst St, Toronto, ON M5V 2R3, Canada",43.6462469,-79.4039413,M5V
2683,CASUAL DINING,Sharon Garden BBQ & Grill,3.3,13,"Victoria Park Avenue, North York","3601 Victoria Park Avenue, North York","BBQ, Korean, Asian",35,,"3601 Victoria Park Ave, Scarborough, ON M1W 3Y3, Canada",43.8034326,-79.335554,M1W
2684,BAR,Slumdog Bar & Grill,3.4,13,"Brisdale Drive, Brampton","15 Brisdale Drive, Brampton L7A 2Y7","Hakka Chinese, Bar Food",45,,"15 Brisdale Dr, Brampton, ON L7A 0S9, Canada",43.6838282,-79.8123942,L7A
2685,CASUAL DINING,Kawa Sushi,3.6,31,"Church Street, Church And Wellesley","451 Church Street, Toronto","Sushi, Japanese, Asian",40,,"451 Church St, Toronto, ON M4Y 2C5, Canada",43.663973799999994,-79.3800368,M4Y
2686,CASUAL DINING,The Gingerman,2.9,23,"Kerr Street, Oakville","335 Kerr Street, Oakville",American,60,,"335 Kerr St, Oakville, ON L6K 3B7, Canada",43.4438967,-79.68152599999998,L6K
2687,CASUAL DINING,Koryo Samgyetang,3.6,8,"Leslie Street, North York","Pickle Barrel Plaza, 5818 Leslie Street, North York M2H 1J8","Korean, Asian",35,,"5941 Leslie St, North York, ON M2H 1J8, Canada",43.7994826,-79.3690124,M2H
2688,BAKERY,Diana Pasticceria,3.8,18,"Tomken Road, Mississauga","4910 Tomken Road, Mississauga L4W 1J8","Bakery, Italian",20,,"4910 Tomken Rd, Mississauga, ON L4W 1K1, Canada",43.62542360000001,-79.6312179,L4W
2689,BAKERY,Flaky Tart,3.9,18,"Mount Pleasant Road, Davisville Village","711 Mount Pleasant Road, Toronto M4S 2N4","Bakery, Desserts",20,,"711 Mt Pleasant Rd, Toronto, ON M4S 2N4, Canada",43.7066683,-79.3893064,M4S
2690,DESSERT PARLOR,Cool N2 Ice Cream,3.0,7,"South Unionville Avenue, Markham","28 South Unionville Avenue, Suite 1036, Markham L3R 4P9","Ice Cream, Desserts",10,,"1036-28 South Unionville Ave, Unionville, ON L3R 1J5, Canada",43.855908299999996,-79.30403319999998,L3R
2691,BAR,The Local Gest,3.0,18,"431 Parliament Street, Cabbagetown","424 Parliament Street, Toronto M5A 3A2","Latin American, European, American",70,,"424 Parliament St, Toronto, ON M5A 3A2, Canada",43.6628689,-79.3676533,M5A
2692,CASUAL DINING,Ki Ko Cafe,3.0,17,"York Regional Road 7, Markham","3000 Highway 7 East, Unit A2, Markham",Hong Kong Style,25,,"3000 Hwy 7 A2, Markham, ON L3R 6E1, Canada",43.8505814,-79.35773209999998,L3R
2693,CASUAL DINING,Grand Lake Chinese Cuisine & Banquet,3.5,29,"Kennedy Road, Markham","New Kennedy Square, 8362 Kennedy Road, Markham","Dim Sum, Cantonese, Chinese, Asian",60,,"8360 Kennedy Rd, Unionville, ON L3R 9W4, Canada",43.859340700000004,-79.30470179999998,L3R
2694,CASUAL DINING,P & M Restaurant,3.8,21,"Weston Road, York","1946 Weston Road, Toronto",Greek,30,,"1946 Weston Rd, York, ON M9N 1W2, Canada",43.7005249,-79.51821029999998,M9N
2695,CASUAL DINING,Roti Roti Family,3.6,18,"Albion Road, Etobicoke","979 Albion Road, Toronto M9V 1A6",Caribbean,43,,"979 Albion Rd, Etobicoke, ON M9V 1A6, Canada",43.7361616,-79.5637026,M9V
2696,CASUAL DINING,Urawa,2.9,23,Entertainment District,"254 Adelaide Street West, Toronto","Sushi, Japanese, Asian",50,,"254 Adelaide St W, Toronto, ON M5H 1X6, Canada",43.6482475,-79.38925189999998,M5H
2697,CASUAL DINING,Kwality,3.7,27,"Guelph Line, Burlington","1505 Guelph Line, Burlington",Indian,35,,"1505 Guelph Line, Burlington, ON L7P 3B6, Canada",43.36463450000001,-79.8202194,L7P
2698,CASUAL DINING,New Treasure Restaurant,3.6,20,"Dundas Street, Discovery District","150 Dundas Street West, Toronto","Dim Sum, Cantonese, Chinese, Asian",25,,"150 Dundas St W, Toronto, ON M5G 1C6, Canada",43.6555883,-79.38549119999998,M5G
2699,QUICK BITES,Sandy's Cuisine & Cafe,3.7,20,"Kingston Road, The Beaches","941 Kingston Road, Toronto M4E 1S8","Middle Eastern, Canadian",15,,"941 Kingston Rd, Toronto, ON M4E 1S8, Canada",43.6803081,-79.2879897,M4E
2700,CASUAL DINING,Red Cranberries,3.2,28,"Parliament Street, Cabbagetown","601 Parliament Street, Toronto M4X 1P9","Grill, Canadian",60,,"601 Parliament St, Toronto, ON M4X 1P9, Canada",43.6678386,-79.36926980000001,M4X
2701,CASUAL DINING,Sushi Tower,3.7,28,"Yonge Street, Downtown Yonge","374A Yonge Street, Toronto","Sushi, Japanese, Asian",40,,"374 Yonge St, Toronto, ON, Canada",43.658793700000004,-79.3822273,
2702,CASUAL DINING,Eggs Crepes Restaurant,3.5,19,Ajax,"250 Bayly Street West, Ajax",Diner,25,,"250 Bayly St W, Ajax, ON L1S 3V4, Canada",43.8429931,-79.0281306,L1S
